"Khmer","English"
"រួមបញ្ចូលគ្នា","acetometrical"
"រើស","acetometrically"
"រឿង","acetomorphin"
"រឿងកំប្លែង","acetomorphine"
"រឿងនិទាន","acetonaemia"
"រឿងព្រេង","acetonaemic"
"រឿងអាស្រូវ","acetonaphthone"
"រៀងគ្នា។","acetonate"
"រៀន","acetonation"
"រៀបការ","acetone"
"រៀបចំ","acetonemia"
"រោគវិនិច្ឆ័យ","acetonemic"
"រោគសញ្ញា","acetones"
"រោងចក្រ","acetonic"
"រោងម៉ាស៊ីនកិនស្រូវ","acetonyl"
"រំខាន","acetonylacetone"
"រំញោច","acetonylidene"
"រំពាត់","acetonitrile"
"រំពឹង","acetonization"
"រំពឹងទុក","acetonize"
"រំពេច","acetonuria"
"រំភើប","acetonurometer"
"រំលង","acetophenetide"
"រំលឹក","acetophenetidin"
"រំលឹកឡើងវិញ","acetophenetidine"
"ឮ","acetophenin"
"លក្ខខណ្ឌ","acetophenine"
"លក្ខណៈ","acetophenone"
"លក្ខណៈវិនិច្ឆ័យ","acetopiperone"
"លក្ខន្តិកៈ","acetopyrin"
"លក់","acetopyrine"
"លក់​រាយ","acetosalicylic"
"លង់ទឹក","acetose"
"លទ្ធផល","acetosity"
"លទ្ធភាព","acetosoluble"
"លម្អិត","acetostearin"
"លលាដ៍ក្បាល","acetothienone"
"លា","acetotoluid"
"លាក់","acetotoluide"
"លាង","acetotoluidine"
"លាត","acetous"
"លាតត្រដាង","acetoveratrone"
"លាន","acetoxyl"
"លាប","acetoxyls"
"លាមក","acetoxim"
"លាយ","acetoxime"
"លាលែងពីតំណែង","acetoxyphthalide"
"លាហើយ","acetphenetid"
"លិច","acetphenetidin"
"លីក","acetract"
"លុប","acettoluide"
"លុបចោល","acetum"
"លុបបំបាត់","aceturic"
"លុយ","ACF"
"លុះត្រាតែ","ACGI"
"លូតលាស់","ac-globulin"
"លួច","ACH"
"លួចលាក់","Achab"
"លើ","Achad"
"លើក","Achaea"
"លើកកំពស់","Achaean"
"លើកទឹកចិត្ត","Achaemenes"
"លើកលែងតែ","Achaemenian"
"លើកឡើង","Achaemenid"
"លើបណ្តាញ","Achaemenidae"
"លើស","Achaemenides"
"លើសពី","Achaemenidian"
"លើសពីនេះ","Achaemenids"
"លើសពីនេះទៅទៀត។","achaenocarp"
"លើសលប់","Achaenodon"
"លឿង","Achaeta"
"លឿន","achaetous"
"លឿនជាង","Achaeus"
"លេខា","achafe"
"លេង","achage"
"លេងជាកីឡាករបម្រុង","Achagua"
"លេចធ្លាយ","Achaia"
"លេចធ្លោ","Achaian"
"លេចឡើង","Achakzai"
"លេប","achalasia"
"លេស","Achamoth"
"លោក","Achan"
"លោកជំទាវ","Achango"
"លោត","achape"
"លោហៈ","achaque"
"ល្ខោន","achar"
"ល្ខោនអូប៉េរ៉ា","acharya"
"ល្ងង់","Achariaceae"
"ល្ងង់ខ្លៅ","Achariaceous"
"ល្ងាច","acharne"
"ល្បាត","acharnement"
"ល្បាយ","Acharnians"
"ល្បិច","achate"
"ល្បី","Achates"
"ល្បឿន","Achatina"
"ល្បែងផ្គុំរូប","Achatinella"
"ល្មម","Achatinidae"
"ល្អ","achatour"
"ល្អណាស់","Achaz"
"ល្អបំផុត","ache"
"ល្អឥតខ្ចោះ","acheat"
"លំដាប់","achech"
"លំនាំ","acheck"
"លំនាំដើម","ached"
"លំនៅដ្ឋាន","acheer"
"លំបាក","ACHEFT"
"លំហ","acheilary"
"លំហាត់ប្រាណ","acheilia"
"លំហូរ","acheilous"
"លំអៀង","acheiria"
"លះបង់","acheirous"
"ល។","acheirus"
"វគ្គ","Achelous"
"វគ្គសិក្សា","Achen"
"វង្វេង","achene"
"វដ្ត","achenes"
"វឌ្ឍនភាព","achenia"
"វត្តមាន","achenial"
"វត្ថុ","achenium"
"វប្បធម៌","achenocarp"
"វរជន","achenodia"
"វរសេនីយ៍ឯក","achenodium"
"វ៉ាក់សាំង","acher"
"វ៉ោ​វ","Acherman"
"វាក្យសព្ទ","Achernar"
"វាគ្មិន","Acheron"
"វាយ","Acheronian"
"វាយតំលៃ","Acherontic"
"វាយលុក","Acherontical"
"វារ","aches"
"វាល","Acheson"
"វាលខ្សាច់","achesoun"
"វាលស្មៅ","achete"
"វាសនា","Achetidae"
"វាំង","Acheulean"
"វាំងនន","Acheulian"
"វា។","acheweed"
"វិក័យប័ត្រ","achy"
"វិចិត្រករ","achier"
"វិចិត្រសាល","achiest"
"វិជ្ជមាន","achievability"
"វិជ្ជាជីវៈ","achievable"
"វិញ្ញាណ","achieve"
"វិញ្ញាបនបត្រ","achieved"
"វិទ្យាសាស្ត្រ","achievement"
"វិទ្យាស្ថាន","achievements"
"វិទ្យុ","achievement's"
"វិទ្យុសកម្ម","achiever"
"វិធី","achievers"
"វិធីសាស្រ្ត","achieves"
"វិនាស","achieving"
"វិនិយោគ","ach-y-fi"
"វិន័យ","achigan"
"វិបត្តិ","achilary"
"វិបត្តិសេដ្ឋកិច្ច","achylia"
"វិបល្លាស","Achill"
"វិភាគ","Achille"
"វិមាត្រ","Achillea"
"វិមាន","Achillean"
"វិវត្តន៍","achilleas"
"វិវរណៈ","Achilleid"
"វិសាលគម","achillein"
"វិសាលភាព","achilleine"
"វិសោធនកម្ម","Achilles"
"វិស្វកម្ម","Achillize"
"វិស្វករ","achillobursitis"
"វិស្សមកាល","achillodynia"
"វិស័យ","achilous"
"វីដេអូ","achylous"
"វីតាមីន","Achimaas"
"វីរបុរស","achime"
"វីរុស","Achimelech"
"វីស","Achimenes"
"វៀន","achymia"
"វេជ្ជបញ្ជា","achymous"
"វេជ្ជបណ្ឌិត","Achinese"
"វេជ្ជសាស្រ្ដ","achiness"
"វេទមន្ត","achinesses"
"វេទិកា","aching"
"វេន","achingly"
"វែង","achiote"
"វោហាសាស្ត្រ","achiotes"
"វ័យជំទង់","achira"
"ស","Achyranthes"
"សកម្ម","achirite"
"សកម្មជន","Achyrodes"
"សកម្មភាព","Achish"
"សកល","Achitophel"
"សកលលោក","achkan"
"សក្ខីកម្ម","achlamydate"
"សក្តានុពល","Achlamydeae"
"សក្តិសម","achlamydeous"
"សក់","achlorhydria"
"សងសឹក","achlorhydric"
"សង្កត់ធ្ងន់","achlorophyllous"
"សង្កាត់","achloropsia"
"សង្កេត","achluophobia"
"សង្ខេប","Achmed"
"សង្គម","Achmetha"
"សង្គ្រាម","achoke"
"សង្ឃឹម","acholia"
"សង្វៀន","acholias"
"សង្ស័យ","acholic"
"សង្ហា","Acholoe"
"សញ្ជាតិ","acholous"
"សញ្ញា","acholuria"
"សញ្ញាបត្រ","acholuric"
"សញ្ញាសម្គាល់","Achomawi"
"សណ្ដែកដី","achondrite"
"សណ្ឋាគារ","achondritic"
"សណ្តែក","achondroplasia"
"សតវត្ស","achondroplastic"
"សត្រូវ","achoo"
"សត្វ","achor"
"សត្វក្តាន់","achordal"
"សត្វចិញ្ចឹម","Achordata"
"សត្វតិរច្ឆាន","achordate"
"សត្វព្រៃ","Achorion"
"សត្វល្អិត","Achorn"
"សន្តិភាព","Achras"
"សន្តិសុខ","achree"
"សន្ទស្សន៍","achroacyte"
"សន្ទុះ","Achroanthes"
"សន្ធិសញ្ញា","achrodextrin"
"សន្ធឹកសន្ធាប់","achrodextrinase"
"សន្និដ្ឋាន","achroglobin"
"សន្និសីទ","achroiocythaemia"
"សន្មត","achroiocythemia"
"សន្មត់","achroite"
"សន្យា","achroma"
"សន្លឹក","achromacyte"
"សន្លឹកឆ្នោត","achromasia"
"សន្សំ","achromat"
"សប្តាហ៍","achromat-"
"សប្បាយ","achromate"
"សប្បុរស","Achromatiaceae"
"សប្បុរសធម៌","achromatic"
"សភា","achromatically"
"សភាវគតិ","achromaticity"
"សម","achromatin"
"សមត្ថភាព","achromatinic"
"សមធម៌","achromatisation"
"សមនឹងទទួលបាន","achromatise"
"សមភាគី","achromatised"
"សមភាព","achromatising"
"សមមូល","achromatism"
"សមរម្យ","Achromatium"
"សមហេតុផល","achromatizable"
"សមាគម","achromatization"
"សមាជ","achromatize"
"សមាជិក","achromatized"
"សមាជិកភាព","achromatizing"
"សមាជិកសភា","achromatocyte"
"សមាមាត្រ","achromatolysis"
"សមាស​ភាគ","achromatope"
"សមាសធាតុ","achromatophil"
"សមិទ្ធិផល","achromatophile"
"សមីការ","achromatophilia"
"សមុទ្រ","achromatophilic"
"សមូហភាព","achromatopia"
"សម្គាល់","achromatopsy"
"សម្ងាត់","achromatopsia"
"សម្តេចប៉ាប","achromatosis"
"សម្បទា","achromatous"
"សម្បូរ","achromats"
"សម្ពាធ","achromaturia"
"សម្ព័ន្ធ","achromia"
"សម្ព័ន្ធភាព","achromic"
"សម្ព័ន្ធមិត្ត","Achromycin"
"សម្ភារៈ","Achromobacter"
"សម្មតិកម្ម","Achromobacterieae"
"សម្រង់","achromoderma"
"សម្របខ្លួន","achromophilous"
"សម្រស់","achromotrichia"
"សម្រាក","achromous"
"សម្រាប់","achronical"
"សម្រួល","achronychous"
"សម្រេច","achronism"
"សម្រេចចិត្ត","achroo-"
"សម្រេចបាន។","achroodextrin"
"សម្លាញ់","achroodextrinase"
"សម្លាប់","achroous"
"សម្លឹងមើល","achropsia"
"សម្លៀកបំពាក់","Achsah"
"សម្លេង","achtehalber"
"សម័យ","achtel"
"សរសើរ","achtelthaler"
"សរសេរ","achter"
"សរសៃប្រសាទ","achterveld"
"សរីរាង្គ","Achuas"
"សរុប","achuete"
"សហការ","acy"
"សហការី","acyanoblepsia"
"សហគមន៍","acyanopsia"
"សហគ្រាស","acichlorid"
"សហគ្រិន","acichloride"
"សហជីព","acyclic"
"សហព័ន្ធ","acyclically"
"សហសម័យ","acicula"
"ស៊ីជម្រៅ","aciculae"
"ស៊ីឌី","acicular"
"ស៊ីរី","acicularity"
"ស៊ីវិល","acicularly"
"ស៊ុត","aciculas"
"ស៊ុប","aciculate"
"ស៊ុម","aciculated"
"ស៊ូទ្រាំ","aciculum"
"ស៊ើបអង្កេត","aciculums"
"ស៊េរី","acid"
"សាកលវិទ្យាល័យ","acidaemia"
"សាកល្បង","Acidalium"
"សាកសព","Acidanthera"
"សាក្សី","Acidaspis"
"សាក់","acid-binding"
"សាខា","acidemia"
"សាងសង់","acidemias"
"សាច់","acider"
"សាច់​មាន់","acid-fast"
"សាច់គោ","acid-fastness"
"សាច់ជ្រូក","acid-forming"
"សាច់ញាតិ","acidhead"
"សាច់ដុំ","acid-head"
"សាច់ប្រាក់","acidheads"
"សាច់អាំង","acidy"
"សាជីវកម្ម","acidic"
"សាធារណរដ្ឋ","acidiferous"
"សាធារណៈ","acidify"
"សាប៊ូ","acidifiable"
"សាមញ្ញ","acidifiant"
"សាមសិប","acidific"
"សារ","acidification"
"សារធាតុ","acidified"
"សារធាតុរាវ","acidifier"
"សារពាង្គកាយ","acidifiers"
"សារពើពន្ធ","acidifies"
"សារពើភ័ណ្ឌ","acidifying"
"សារព័ត៌មាន","acidyl"
"សារភាព","acidimeter"
"សារមន្ទីរ","acidimetry"
"សារៈសំខាន់","acidimetric"
"សាល","acidimetrical"
"សាលក្រម","acidimetrically"
"សាលា","acidite"
"សាសនា","acidity"
"សាសនាគ្រឹស្ត","acidities"
"សាសន៍យូដា","acidize"
"សាស្រ្តាចារ្យ","acidized"
"សាឡាត់","acidizing"
"សាឡុង","acidly"
"សាំង","acidness"
"សាំងវិច","acidnesses"
"សិក្ខាសាលា","acidogenic"
"សិក្សា","acidoid"
"សិចស៊ី","acidolysis"
"សិទ្ធិ","acidology"
"សិទ្ធិផ្តាច់មុខ","acidometer"
"សិប្បកម្ម","acidometry"
"សិប្បនិម្មិត","acidophil"
"សិរីរុងរឿង","acidophile"
"សិល្បករ","acidophilic"
"សិល្បៈ","acidophilous"
"សិស្ស","acidophilus"
"សិស្ស​ប្អូន","acidoproteolytic"
"សីតុណ្ហភាព","acidoses"
"សីលធម៌","acidosis"
"សីហា","acidosteophyte"
"សុខភាព","acidotic"
"សុខុមាលភាព","acidproof"
"សុចរិតភាព","acids"
"សុដន់","acid-treat"
"សុទិដ្ឋិនិយម","acidulant"
"សុទ្ធ","acidulate"
"សុន្ទរកថា","acidulated"
"សុបិន្ត","acidulates"
"សុបិន្តអាក្រក់","acidulating"
"សុពលភាព","acidulation"
"សុភមង្គល","acidulent"
"សុភាពបុរស","acidulous"
"សុវត្ថិភាព","acidulously"
"សុំទោស","acidulousness"
"សូកូឡា","aciduria"
"សូចនាករ","acidurias"
"សូដា","aciduric"
"សូដ្យូម","Acie"
"សូត្រ","acier"
"សូន្យ","acierage"
"សូម","Acieral"
"សូម្បីតែ","acierate"
"សូវៀត","acierated"
"សួត","acierates"
"សួន","acierating"
"សួរ","acieration"
"សួស្តី","acies"
"សើច","acyesis"
"សើម","acyetic"
"សៀគ្វី","aciform"
"សៀវភៅ","acyl"
"សៀវភៅសិក្សា","acylal"
"សេចក្ដីមេត្ដាករុណា","acylamido"
"សេចក្តីជូនដំណឹង","acylamidobenzene"
"សេចក្តីថ្លែងការណ៍","acylamino"
"សេចក្តីថ្លៃថ្នូរ","acylase"
"សេចក្តីប្រកាស","acylate"
"សេចក្តីព្រាង","acylated"
"សេចក្តីល្អ","acylates"
"សេចក្តីសម្រេច","acylating"
"សេដ្ឋកិច្ច","acylation"
"សេដ្ឋវិទូ","aciliate"
"សេណារីយ៉ូ","aciliated"
"សេន","Acilius"
"សេរីនិយម","acylogen"
"សេរីភាព","acyloin"
"សេវាកម្ម","acyloins"
"សេស","acyloxy"
"សេះ","acyloxymethane"
"សែល","acyls"
"សែសិប","Acima"
"សោ","acinaceous"
"សោកនាដកម្ម","acinaces"
"សោកសៅ","acinacifoliate"
"សោកស្តាយ","acinacifolious"
"សោរ","acinaciform"
"ស្ករ","acinacious"
"ស្ករគ្រាប់","acinacity"
"ស្កេន","acinar"
"ស្គរ","acinary"
"ស្គាល់","acinarious"
"ស្គ្រីប","Acineta"
"ស្ងប់ស្ងាត់","Acinetae"
"ស្ងាត់","acinetan"
"ស្ងួត","Acinetaria"
"ស្ដង់ដារ","acinetarian"
"ស្តង់","acinetic"
"ស្តាប់","acinetiform"
"ស្តារ","Acinetina"
"ស្តី​បន្ទោស","acinetinan"
"ស្តើង","acing"
"ស្តេច","acini"
"ស្តោះទឹកមាត់","acinic"
"ស្ត្រី","aciniform"
"ស្ថានទូត","acinose"
"ស្ថានភាព","acinotubular"
"ស្ថានសួគ៌","acinous"
"ស្ថានីយ៍","acinuni"
"ស្ថាបត្យកម្ម","acinus"
"ស្ថាបត្យករ","acious"
"ស្ថាបនិក","Acipenser"
"ស្ថាប័ន","Acipenseres"
"ស្ថិតិ","acipenserid"
"ស្ថិរភាព","Acipenseridae"
"ស្ថេរភាព","acipenserine"
"ស្ទាក់ស្ទើរ","acipenseroid"
"ស្ទូឌីយោ","Acipenseroidei"
"ស្ទើរតែ","acyrology"
"ស្ទ្រីម","acyrological"
"ស្នងការ","Acis"
"ស្នាក់នៅ","acystia"
"ស្និទ្ធស្នាល។","acitate"
"ស្នូល","acity"
"ស្នើ","aciurgy"
"ស្នេហា","ACK"
"ស្នែង","ack-ack"
"ស្បថ","ackee"
"ស្បែក","ackees"
"ស្បែកជើង","ackey"
"ស្ពាន","ackeys"
"ស្មា","Acker"
"ស្មុគស្មាញ","Ackerley"
"ស្មើ","Ackerly"
"ស្មើគ្នា","Ackerman"
"ស្មើភាព","Ackermanville"
"ស្មៀន","Ackley"
"ស្មោះត្រង់","Ackler"
"ស្មៅ","ackman"
"ស្រង់ចេញ","ackmen"
"ស្រដៀង","acknew"
"ស្រដៀងគ្នា","acknow"
"ស្រទាប់","acknowing"
"ស្រប","acknowledge"
"ស្របច្បាប់","acknowledgeable"
"ស្រមៃ","acknowledged"
"ស្រមោល","acknowledgedly"
"ស្រល់","acknowledgement"
"ស្រវឹង","acknowledgements"
"ស្រស់","acknowledger"
"ស្រស់ស្អាត","acknowledgers"
"ស្រឡាញ់","acknowledges"
"ស្រា","acknowledging"
"ស្រាបៀរ","acknowledgment"
"ស្រាល","acknowledgments"
"ស្រាវជ្រាវ","acknowledgment's"
"ស្រុក","acknown"
"ស្រូប","ack-pirate"
"ស្រូវសាលី","ackton"
"ស្រែក","Ackworth"
"ស្រោមជើង","ACL"
"ស្រោមដៃ","aclastic"
"ស្រោមសំបុត្រ","acle"
"ស្រះ","acleidian"
"ស្លាក","acleistocardia"
"ស្លាក​សញ្ញា","acleistous"
"ស្លាប","Aclemon"
"ស្លាបព្រា","aclydes"
"ស្លាប់","aclidian"
"ស្លាយ","aclinal"
"ស្លឹក","aclinic"
"ស្លូតត្រង់","aclys"
"ស្លេក","a-clock"
"ស្វ៊ែរ","acloud"
"ស្វា","ACLS"
"ស្វាគមន៍","ACLU"
"ស្វែងរក","ACM"
"ស្វ័យប្រវត្តិ","Acmaea"
"ស្អប់","Acmaeidae"
"ស្អាត","acmaesthesia"
"ស្អី​ក៏ដោយ","acmatic"
"សំខាន់","acme"
"សំណង","acmes"
"សំណង់","acmesthesia"
"សំណព្វ","acmic"
"សំណាង","Acmispon"
"សំណូមពរ","acmite"
"សំណួរ","Acmon"
"សំណើ","acne"
"សំណើច","acned"
"សំបកកង់","acneform"
"សំបុក","acneiform"
"សំបុត្រ","acnemia"
"សំពត់","acnes"
"សំពាធ","Acnida"
"សំភាសន៍","acnodal"
"សំរាម","acnode"
"សំលៀកបំពាក់","acnodes"
"សំលេង","ACO"
"សំលេងរំខាន","acoasm"
"សំឡេង","acoasma"
"សំឡេងរោទិ៍","a-coast"
"ហត្ថលេខា","Acocanthera"
"ហ៊ាន","acocantherin"
"ហ៊ឹម","acock"
"ហា","acockbill"
"ហាក់ដូចជា","a-cock-bill"
"ហាង","a-cock-horse"
"ហាងកាហ្វេ","acocotl"
"ហាងឆេង","Acoela"
"ហានិភ័យ","Acoelomata"
"ហាមឃាត់","acoelomate"
"ហាមប្រាម","acoelomatous"
"ហាសិប","Acoelomi"
"ហាឡូវីន","acoelomous"
"ហិចតា","acoelous"
"ហិរញ្ញវត្ថុ","Acoemetae"
"ហឹង្សា","Acoemeti"
"ហឺត","Acoemetic"
"ហុកគី","acoenaesthesia"
"ហូរឈាម","ACOF"
"ហូឡង់","acoin"
"ហួសចិត្ត","acoine"
"ហេ","Acol"
"ហេក","Acolapissa"
"ហេដ្ឋារចនាសម្ព័ន្ធ","acold"
"ហេតុផល","Acolhua"
"ហេតុអ្វី","Acolhuan"
"ហែលទឹក","acolyctine"
"ហោប៉ៅ","acolyte"
"ហោរា","acolytes"
"ហោះហើរ","acolyth"
"ហៅ","acolythate"
"ហ្គាឡុង","acolytus"
"ហ្គីតា","acology"
"ហ្គូប","acologic"
"ហ្គេម","acolous"
"ហ្មត់ចត់","acoluthic"
"ហ្វូងមនុស្ស","Acoma"
"ហ្វូស៊ីល","acomia"
"ហ្សែន","acomous"
"ឡ","a-compass"
"ឡប់ប៊ី","aconative"
"ឡាតាំង","Aconcagua"
"ឡាន","acondylose"
"ឡានក្រុង","acondylous"
"ឡានដឹកទំនិញ","acone"
"ឡាស៊ែរ","aconelline"
"ឡូជីខល","aconic"
"ឡើង","aconin"
"ឡើងវិញ","aconine"
"ឡែក","aconital"
"ឯកជន","aconite"
"ឯកជនភាព","aconites"
"ឯកតា","aconitia"
"ឯករាជ្យ","aconitic"
"ឯកសណ្ឋាន","aconitin"
"ឯកសារ","aconitine"
"ឯកសារយោង","Aconitum"
"ឯកសិទ្ធិ","aconitums"
"ឯកអគ្គរដ្ឋទូត","acontia"
"ឱកាស","Acontias"
"អកុសល","acontium"
"ឯកោ","Acontius"
"អក្ខរកម្ម","aconuresis"
"អក្ខរាវិរុទ្ធ","acool"
"ឧក្រិដ្ឋកម្ម","acop"
"ឧក្រិដ្ឋជន","acopic"
"អក្សរសាស្ត្រ","acopyrin"
"អក្សរសិល្ប៍","acopyrine"
"អគារ","acopon"
"អគ្គិសនី","acor"
"អង្ករ","acorea"
"អង្គការ","acoria"
"អង្គជំនុំជម្រះ","acorn"
"អង្គភាព","acorned"
"អង្គុយ","acorns"
"អង្វរ","acorn's"
"អង់គ្លេស","acorn-shell"
"អចលនទ្រព្យ","Acorus"
"អចិន្ត្រៃយ៍","acosmic"
"អញ្ជើញ","acosmism"
"ឥដ្ឋ","acosmist"
"ឥណទាន","acosmistic"
"ឥណ្ឌា","acost"
"អណ្តាត","Acosta"
"អណ្តាតភ្លើង","acotyledon"
"អណ្តើក","acotyledonous"
"អណ្តែត","acouasm"
"ឥតគិតថ្លៃ","acouchi"
"អតិថិជន","acouchy"
"អតិបរមា","acoumeter"
"អតិផរណា","acoumetry"
"អតីត","acounter"
"អតីតកាល","acouometer"
"អត្តពលិក","acouophonia"
"ឧត្តម","acoup"
"ឧត្តមគតិ","acoupa"
"អត្តសញ្ញាណ","acoupe"
"អត្ថន័យ","acousma"
"អត្ថបទ","acousmas"
"អត្ថបទចម្រៀង","acousmata"
"អត្ថប្រយោជន៍","acousmatic"
"អត្ថាធិប្បាយ","acoustic"
"អត្ថិភាព","acoustical"
"អត្មា","acoustically"
"អត្រា","acoustician"
"អត់ទោស","acoustico-"
"អត់ធ្មត់","acousticolateral"
"អថេរ","Acousticon"
"ឧទាហរណ៍","acousticophobia"
"ឧទ្ទាម","acoustics"
"ឧទ្ទិស","acoustoelectric"
"ឧទ្ធម្ភាគចក្រ","ACP"
"ឥទ្ធិពល","acpt"
"ឧទ្យាន","acpt."
"អធិការ","Acquah"
"អធិប្បាយ","acquaint"
"អធិរាជ","acquaintance"
"អធិស្ឋាន","acquaintances"
"ឱនភាព","acquaintance's"
"អនាគត","acquaintanceship"
"អនាមិក","acquaintanceships"
"អនីតិជន","acquaintancy"
"អនុ","acquaintant"
"អនុគ្រោះ","acquainted"
"អនុញ្ញាត","acquaintedness"
"អនុញ្ញាតឱ្យ","acquainting"
"អនុប្រធាន","acquaints"
"អនុម័ត","Acquaviva"
"អនុវត្ត","acquent"
"អនុវត្តតាម","acquereur"
"អនុវិទ្យាល័យ","acquest"
"អនុសញ្ញា","acquests"
"អនុសាសន៍","acquiesce"
"អនុសេនីយ៍ទោ","acquiesced"
"អនុស្សាវរីយ៍","acquiescement"
"អន្តរកម្ម","acquiescence"
"អន្តរជាតិ","acquiescences"
"អន្តរាគមន៍","acquiescency"
"អន្តោប្រវេសន៍","acquiescent"
"អន្ទាក់","acquiescently"
"ឥន្ទ្រី","acquiescer"
"អន្ទះសារ","acquiesces"
"ឥន្ធនៈ","acquiescing"
"ឱប","acquiescingly"
"ឧបករណ៍","acquiesence"
"ឧបករណ៍ចាប់សញ្ញា","acquiet"
"ឧបករណ៍ប្រើប្រាស់","acquirability"
"ឧបមា","acquirable"
"ឧបសគ្គ","acquire"
"អបអរ","acquired"
"ឧប្បត្តិហេតុ","acquirement"
"អប្បបរមា","acquirements"
"អប់រំ","acquirenda"
"ឪពុក","acquirer"
"ឪពុកម្តាយ","acquirers"
"អព្ភូតហេតុ","acquires"
"អព្យាក្រឹត","acquiring"
"អភិបាល","acquisible"
"អភិបាលក្រុង","acquisita"
"អភិរក្សនិយម","acquisite"
"អភិវឌ្ឍ","acquisited"
"អមដំណើរ","acquisition"
"អយុត្តិធម៌","acquisitional"
"អរគុណ","acquisitions"
"អរព្រះគុណ","acquisition's"
"អរម៉ូន","acquisitive"
"អរិភាព","acquisitively"
"អរិយធម៌","acquisitiveness"
"អរូបី","acquisitor"
"អវត្តមាន","acquisitum"
"អវយវៈ","acquist"
"អវិជ្ជមាន","acquit"
"ឧសភា","acquital"
"អស្ចារ្យ","acquitment"
"ឧស្ម័ន","acquits"
"ឥស្លាម","acquittal"
"ឧស្សាហកម្ម","acquittals"
"អស់កម្លាំង","acquittance"
"អស់កល្ប","acquitted"
"អស់សង្ឃឹម","acquitter"
"ឥឡូវ​នេះ","acquitting"
"អ៊ីញ","acquophonia"
"អ៊ីនធឺណិត","acr-"
"អ៊ីមែល","Acra"
"អ៊ីរ៉ង់","Acrab"
"អ៊ីរ៉ាក់","acracy"
"អ៊ីស្រាអែល","Acraea"
"អ៊ីស្លាម","acraein"
"អ៊ុំ","Acraeinae"
"អា","acraldehyde"
"អាកប្បកិរិយា","Acrania"
"អាកាសធាតុ","acranial"
"អាក្រក់","acraniate"
"អាក្រាត","acrasy"
"អាគុយម៉ង់","acrasia"
"អាង","Acrasiaceae"
"អាច","Acrasiales"
"អាចចូលប្រើបាន។","acrasias"
"អាចទទួលយកបាន។","Acrasida"
"អាចទុកចិត្តបាន។","Acrasieae"
"អាចបត់បែនបាន។","acrasin"
"អាជីព","acrasins"
"អាជីវកម្ម","Acraspeda"
"អាជ្ញាធរ","acraspedote"
"អាជ្ញាប័ណ្ណ","acratia"
"អាណត្តិ","acraturesis"
"អាណាចក្រ","acrawl"
"អាណានិគម","acraze"
"អាណាព្យាបាល","Acre"
"អាថ៌កំបាំង","acreable"
"អាទិភាព","acreage"
"អាន","acreages"
"អាពាហ៍ពិពាហ៍","acreak"
"អាម៉ាស់","acream"
"អាយផេត","acred"
"អាយហ្វូន","acre-dale"
"អាយុ","Acredula"
"អារក្ស","acre-foot"
"អារម្មណ៍","acre-inch"
"អារ៉ាប់","acreman"
"អារេ","acremen"
"អាល្លឺម៉ង់","Acres"
"អាល់ប៊ុម","acre's"
"អាល់ហ្វា","acrestaff"
"អាវ","a-cry"
"អាវយឺត","acrid"
"អាវុធ","acridan"
"អាសយដ្ឋាន","acridane"
"អាស៊ី","acrider"
"អាស៊ីត","acridest"
"អាស្រ័យ","acridian"
"អាហារ","acridic"
"អាហារ​ពេលល្ងាច","acridid"
"អាហារថ្ងៃត្រង់","Acrididae"
"អាហារពេលព្រឹក","Acridiidae"
"អាហារូបករណ៍","acridyl"
"អាហារូបត្ថម្ភ","acridin"
"អាហ្រ្វិក-អាមេរិក","acridine"
"អាហ្វ្រិក","acridines"
"អាំងតង់ស៊ីតេ","acridinic"
"អីយ៉ា","acridinium"
"អឺរ៉ុប","acridity"
"អុកស៊ីសែន","acridities"
"អូ","Acridium"
"អូលីវ","Acrydium"
"អូស","acridly"
"អូហូ","acridness"
"អូឡាំពិក","acridnesses"
"អៀរឡង់","acridone"
"អេ","acridonium"
"អេកូ","acridophagus"
"អេក្រង់","acriflavin"
"អេឡិចត្រូនិក","acriflavine"
"អោន","acryl"
"អ្នក","acrylaldehyde"
"អ្នក​ចាញ់","Acrilan"
"អ្នក​ប្រើ","acrylate"
"អ្នកកាសែត","acrylates"
"អ្នកកុហក","acrylic"
"អ្នកគាំទ្រ","acrylics"
"អ្នកគ្រប់គ្រង","acrylyl"
"អ្នកចម្បាំង","acrylonitrile"
"អ្នកចម្រៀង","acrimony"
"អ្នកចាប់ផ្តើម","acrimonies"
"អ្នកចិត្តសាស្រ្ត","acrimonious"
"អ្នកចូលរួម","acrimoniously"
"អ្នកឆ្លើយឆ្លងព័ត៌មាន","acrimoniousness"
"អ្នកឆ្លើយតប","acrindolin"
"អ្នកជាប់ពន្ធ","acrindoline"
"អ្នកជិតខាង","acrinyl"
"អ្នកជិះ","acrisy"
"អ្នកជឿ","acrisia"
"អ្នកជំងឺ","Acrisius"
"អ្នកជំនាញ","Acrita"
"អ្នកជំនួញ","acritan"
"អ្នកឈ្នះ","acrite"
"អ្នកដឹកនាំ","acrity"
"អ្នកដើរតាម","acritical"
"អ្នកដំណើរ","acritochromacy"
"អ្នកណា","acritol"
"អ្នកណាម្នាក់","acritude"
"អ្នកណែនាំ","ACRNEMA"
"អ្នកតវ៉ា","acro-"
"អ្នកតស៊ូមតិ","Acroa"
"អ្នកថតរូប","acroaesthesia"
"អ្នកទទួល","acroama"
"អ្នកទស្សនា","acroamata"
"អ្នកទិញ","acroamatic"
