"Myanmar","English"
"ရွှေ့ပြောင်းနေထိုင်သူ","Acessamenus"
"ရွာ","Acestes"
"ရွေးကောက်ခံ","acestoma"
"ရွေးကောက်ပွဲ","acet-"
"ရွေးချယ်ပါ။","aceta"
"ရွေးချယ်မှု","acetable"
"ရသစာပေ","acetabula"
"ရသမျှ","acetabular"
"ရဟတ်ယာဉ်","Acetabularia"
"ရှက်စရာ","acetabuliferous"
"ရှက်တယ်","acetabuliform"
"ရှက်တယ်။","acetabulous"
"ရှင်းပြပါ။","acetabulum"
"ရှင်းရှင်းလင်းလင်း","acetabulums"
"ရှင်းလင်းချက်","acetacetic"
"ရှင်းလင်းပါ။","acetal"
"ရှင်းလင်းသော","acetaldehydase"
"ရှင်သန်","acetaldehyde"
"ရှင်သန်ပါ။","acetaldehydrase"
"ရှင်သန်မှု","acetaldol"
"ရှစ်","acetalization"
"ရှည်","acetalize"
"ရှာ","acetals"
"ရှားပါတယ်။","acetamid"
"ရှာပါ။","acetamide"
"ရှာဖွေ","acetamidin"
"ရှာဖွေခြင်း။","acetamidine"
"ရှာဖွေတွေ့ရှိ","acetamido"
"ရှာဖွေတွေ့ရှိမှု","acetamids"
"ရှာဖွေရေး","acetaminol"
"ရှိတော့","Acetaminophen"
"ရှိနေခြင်း","acetanilid"
"ရှိပြီးသား","acetanilide"
"ရှိမရှိ၊","acetanion"
"ရှိရေး","acetaniside"
"ရှိသည်","acetanisidide"
"ရှိုး","acetanisidine"
"ရှုံ့ချသည်။","acetannin"
"ရှုံး","acetary"
"ရှုံးနိမ့်","acetarious"
"ရှုံးနိမ့်ခြင်း။","acetars"
"ရှုခင်း","acetarsone"
"ရှုထောင့်","acetate"
"ရှုထောင့်","acetated"
"ရှုပ်ထွေးမှု","acetates"
"ရှုပ်ထွေးမှုများ","acetation"
"ရှုပ်ထွေးသည်။","acetazolamide"
"ရှူ","acetbromamide"
"ရှေ့","acetenyl"
"ရှေ့နေ","Acetes"
"ရှေ့သို့","acethydrazide"
"ရှေ့အလားအလာ","acetiam"
"ရှေးခေတ်","acetic"
"ရှေးရိုး","acetify"
"ရှေးရိုးဆန်သော","acetification"
"ရှော့ခ်","acetified"
"ရာ့","acetifier"
"ရာခိုင်နှုန်း","acetifies"
"ရာစု","acetifying"
"ရာဇ၀တ်သား","acetyl"
"ရာထူး","acetylacetonates"
"ရာသီ","acetylacetone"
"ရာသီဥတု","acetylamine"
"ရိပ်မိ","acetylaminobenzene"
"ရိုးရှင်းစွာ","acetylaniline"
"ရိုးရှင်းသော","acetylasalicylic"
"ရိုးရာ","acetylate"
"ရိုးရိုးသားသား","acetylated"
"ရိုက်ကူး","acetylating"
"ရိုက်ချက်","acetylation"
"ရိုက်တယ်။","acetylative"
"ရိုက်မယ်။","acetylator"
"ရိုင်းစိုင်းသော","acetylbenzene"
"ရိုင်းတယ်","acetylbenzoate"
"ရိုင်ဖယ်","acetylbenzoic"
"ရီစရာ","acetylbiuret"
"ရုံ","acetylcarbazole"
"ရုံး","acetylcellulose"
"ရုတ်တရက်","acetylcholine"
"ရုန်းကန်","acetylcholinesterase"
"ရုပ်ကြွင်း","acetylcholinic"
"ရုပ်ဆိုးတယ်။","acetylcyanide"
"ရုပ်တု","acetylenation"
"ရုပ်ပြ","acetylene"
"ရုပ်ပွားတော်ကြီး","acetylenediurein"
"ရုပ်ပိုင်းဆိုင်ရာ","acetylenes"
"ရုပ်မြင်သံကြား","acetylenic"
"ရုပ်ရှင်","acetylenyl"
"ရုပ်သိမ်း","acetylenogen"
"ရုရှား","acetylfluoride"
"ရူးသွပ်","acetylglycin"
"ရူပေဗဒ","acetylglycine"
"ရေ","acetylhydrazine"
"ရေးပါ။","acetylic"
"ရေးဖွဲ့ပါ။","acetylid"
"ရေးသားခဲ့သည်။","acetylide"
"ရေကန်","acetyliodide"
"ရေကြောင်း","acetylizable"
"ရေကူး","acetylization"
"ရေချိုး","acetylize"
"ရေချိုးခန်း","acetylized"
"ရေခဲ","acetylizer"
"ရေတပ်","acetylizing"
"ရေတွက်","acetylmethylcarbinol"
"ရေတို","acetylperoxide"
"ရေဒါ","acetylphenylhydrazine"
"ရေဒီယို","acetylphenol"
"ရေနစ်","acetylrosaniline"
"ရေနွေးငွေ့","acetyls"
"ရေရှည်","acetylsalicylate"
"ရေရှည်တည်တံ့သော","acetylsalicylic"
"ရေလွှမ်းမိုး","acetylsalol"
"ရော့ခ်","acetyltannin"
"ရောက်ရှိလာ","acetylthymol"
"ရောဂါ","acetyltropeine"
"ရောဂါရှာဖွေ","acetylurea"
"ရောဂါလက္ခဏာ","acetimeter"
"ရောဂါလက္ခဏာစု","acetimetry"
"ရောဂါအမည်","acetimetric"
"ရောင်း","acetin"
"ရောင်းချသူ","acetine"
"ရောင်းရန်","acetins"
"ရောင်စဉ်","acetite"
"ရောင်ပြန်ဟပ်","acetize"
"ရောင်ပြန်ဟပ်မှု","acetla"
"ရောစပ်ပါ။","acetmethylanilide"
"ရောနှော","acetnaphthalide"
"ရောမ","aceto-"
"ရဲ","acetoacetanilide"
"ရဲတိုက်","acetoacetate"
"ရဲမှူး","acetoacetic"
"ရဲရင့်","acetoamidophenol"
"ရဲရဲ","acetoarsenite"
"လ","Acetobacter"
"လက္ခဏာ","acetobenzoic"
"လက်","acetobromanilide"
"လက်ကျန်","acetochloral"
"လက်ကောက်ဝတ်","acetocinnamene"
"လက်ခံ","acetoin"
"လက်ခံနိုင်သော","acetol"
"လက်ခံမှု","acetolysis"
"လက်ခံသည်။","acetolytic"
"လက်ခံသူ","acetometer"
"လက်ငင်း","acetometry"
"လက်စွပ်","acetometric"
"လက်စားချေ","acetometrical"
"လက်ဆေးပါ။","acetometrically"
"လက်ဆောင်","acetomorphin"
"လက်ညှိုး","acetomorphine"
"လက်တင်","acetonaemia"
"လက်တဆုပ်စာ","acetonaemic"
"လက်တွေ့","acetonaphthone"
"လက်တွေ့ကျကျ","acetonate"
"လက်တွေ့ဆန်သော","acetonation"
"လက်တော့ပ်","acetone"
"လက်ထပ်ထိမ်းမြား","acetonemia"
"လက်ထောက်","acetonemic"
"လက်နက်","acetones"
"လက်နက်ကိုင်","acetonic"
"လက်ဖက်ရည်","acetonyl"
"လက်ဖက်ရည်ဇွန်း","acetonylacetone"
"လက်မ","acetonylidene"
"လက်မှတ်","acetonitrile"
"လက်မောင်း","acetonization"
"လက်ရှိ","acetonize"
"လက်ရာ","acetonuria"
"လက်လှမ်းမီ","acetonurometer"
"လက်လီ","acetophenetide"
"လက်လီရောင်းချသူ","acetophenetidin"
"လက်ဝတ်ရတနာ","acetophenetidine"
"လက်ဝါးကပ်တိုင်","acetophenin"
"လက်သည်း","acetophenine"
"လက်သီး","acetophenone"
"လက်အိတ်","acetopiperone"
"လက်ဦးဆရာ","acetopyrin"
"လင့်ခ်","acetopyrine"
"လင်းနို့","acetosalicylic"
"လင်းယုန်","acetose"
"လစဉ်","acetosity"
"လစာ","acetosoluble"
"လစ်ဘရယ်","acetostearin"
"လည်ချောင်း","acetothienone"
"လည်ပင်း","acetotoluid"
"လည်ပတ်","acetotoluide"
"လည်ပတ်မှု","acetotoluidine"
"လတ်ဆတ်သော","acetous"
"လတ်တလော","acetoveratrone"
"လမ်း","acetoxyl"
"လမ်းကြား","acetoxyls"
"လမ်းကြောင်း","acetoxim"
"လမ်းကြောင်းသစ်","acetoxime"
"လမ်းကလေး","acetoxyphthalide"
"လမ်းညွှန်","acetphenetid"
"လမ်းညွှန်ချက်","acetphenetidin"
"လမ်းညွှန်မှု","acetract"
"လမ်းတစ်ဝက်","acettoluide"
"လမ်းဘေးလူသွားလမ်း","acetum"
"လမ်းလျှောက်","aceturic"
"လမ်းသွား","ACF"
"လမ်းအသုံးပြုခ","ACGI"
"လယ်ကွင်း","ac-globulin"
"လယ်ယာ","ACH"
"လယ်သမား","Achab"
"လျင်မြန်စွာ","Achad"
"လျစ်လျူရှု","Achaea"
"လျှပ်စစ်","Achaean"
"လျှပ်စီးကြောင်း","Achaemenes"
"လျှပ်တပြက်","Achaemenian"
"လျှာ","Achaemenid"
"လျှာက်","Achaemenidae"
"လျှို့ဝှက်ချက်","Achaemenides"
"လျှို့ဝှက်ဆန်းကြယ်","Achaemenidian"
"လျှော","Achaemenids"
"လျှော့ချပါ။","achaenocarp"
"လျှော့ချရေး","Achaenodon"
"လျှော့စျေး","Achaeta"
"လျှော့ပါ။","achaetous"
"လျှောက်ထားပါ။","Achaeus"
"လျှောက်လွှာ","achafe"
"လျောက်ပတ်သော","achage"
"လျော်ကြေး","Achagua"
"လွင်ပြင်","Achaia"
"လွတ်မြောက်","Achaian"
"လွတ်လပ်စွာ","Achakzai"
"လွတ်လပ်မှု","achalasia"
"လွတ်လပ်ရေး","Achamoth"
"လွတ်လပ်သော","Achan"
"လွန်းပျံယာဉ်","Achango"
"လွန်ခဲ့သော","achape"
"လွမ်းတယ်","achaque"
"လွယ်ကူချောမွေ့","achar"
"လွယ်ပါတယ်။","acharya"
"လွှတ်တော်","Achariaceae"
"လွှတ်တော်အမတ်","Achariaceous"
"လွှတ်ပေးရန်","acharne"
"လွှမ်းခြုံ","acharnement"
"လွှမ်းမိုးမှု","Acharnians"
"လွှမ်းမိုးသည်။","achate"
"လွှဲ","Achates"
"လွှဲပြောင်း","Achatina"
"လှည့်ကင်း","Achatinella"
"လှည့်ကွက်","Achatinidae"
"လှည့်ဖျား","achatour"
"လှည့်လည်","Achaz"
"လှည်း","ache"
"လှတယ်။","acheat"
"လှန်","achech"
"လှပ်","acheck"
"လှသောအဆင်း","ached"
"လှိုင်း","acheer"
"လှီးပါ။","ACHEFT"
"လှုံ့ဆော်","acheilary"
"လှုံ့ဆော်မှု","acheilia"
"လှုပ်ပါ။","acheilous"
"လှုပ်ရှားမှု","acheiria"
"လှူဒါန်းခြင်း။","acheirous"
"လှူပါ။","acheirus"
"လှေ","Achelous"
"လှေကားထစ်","Achen"
"လှောင်အိမ်","achene"
"လာ","achenes"
"လာကြတယ်။","achenia"
"လာမည့်","achenial"
"လာမည်","achenium"
"လိဂ်","achenocarp"
"လိင်","achenodia"
"လိင်ပိုင်းဆိုင်ရာ","achenodium"
"လိပ်","acher"
"လိပ်စာ","Acherman"
"လိမ္မာပါးနပ်သည်။","Achernar"
"လိမ္မော်သီး","Acheron"
"လိမ်တယ်","Acheronian"
"လိမ်လည်မှု","Acherontic"
"လိမ်သည်။","Acherontical"
"လို့ခေါ်တယ်။","aches"
"လိုက်စားသည်။","Acheson"
"လိုက်နာခြင်း","achesoun"
"လိုက်နာပါ။","achete"
"လိုက်ရန်","Achetidae"
"လိုက်လျောညီထွေ","Acheulean"
"လိုက်လျောညီထွေဖြစ်အောင်","Acheulian"
"လိုက်လျောပါ။","acheweed"
"လိုက်လျောသည်။","achy"
"လိုချင်တယ်။","achier"
"လိုငွေပြခြင်း။","achiest"
"လိုင်း","achievability"
"လိုင်စင်","achievable"
"လိုပါတယ်။","achieve"
"လိုလားသူ","achieved"
"လိုလိုလားလား","achievement"
"လိုအပ်ချက်","achievements"
"လိုအပ်သည်","achievement's"
"လိုအပ်သည်။","achiever"
"လိုအပ်သော","achievers"
"လုံးဝ","achieves"
"လုံခြုံရေး","achieving"
"လုံခြုံသည်။","ach-y-fi"
"လုံလောက်ပါတယ်။","achigan"
"လုံလောက်သော","achilary"
"လုပ်","achylia"
"လုပ်ခဲ့ဖူးတယ်။","Achill"
"လုပ်ငန်းစဉ်","Achille"
"လုပ်ငန်းရှင်","Achillea"
"လုပ်ဆောင်ချက်","Achillean"
"လုပ်ဆောင်ဆဲ","achilleas"
"လုပ်ဆောင်နေသည်","Achilleid"
"လုပ်ဆောင်ပါ။","achillein"
"လုပ်ထုံးလုပ်နည်း","achilleine"
"လုပ်ပါ။","Achilles"
"လုပ်ပိုင်ခွင့်","Achillize"
"လုပ်ဖော်ကိုင်ဖက်","achillobursitis"
"လုပ်ရည်ကိုင်ရည်","achillodynia"
"လုပ်ရမယ်။","achilous"
"လုပ်ရိုးလုပ်စဉ်","achylous"
"လုပ်သင့်တယ်။","Achimaas"
"လုပ်အား","achime"
"လုပ်အားခ","Achimelech"
"လုယက်","Achimenes"
"လူ","achymia"
"လူ့ယဉ်ကျေးမှု","achymous"
"လူ့အဖွဲ့အစည်း","Achinese"
"လူးလိမ့်","achiness"
"လူကြီး","achinesses"
"လူကြီးလူကောင်း","aching"
"လူချော","achingly"
"လူငယ်","achiote"
"လူစုလူဝေး","achiotes"
"လူတွေ","achira"
"လူတိုင်း","Achyranthes"
"လူတော်လူကောင်း","achirite"
"လူနည်းစု","Achyrodes"
"လူနာ","Achish"
"လူနေထိုင်ရာ","Achitophel"
"လူမျိုးကြီးဝါဒ","achkan"
"လူမျိုးစု","achlamydate"
"လူမျိုးရေး","Achlamydeae"
"လူမျိုးရေး၊","achlamydeous"
"လူမျိုးရေးခွဲခြားမှု","achlorhydria"
"လူမျိုးသည်","achlorhydric"
"လူမှုရေး","achlorophyllous"
"လူမှုရေးအရ","achloropsia"
"လူမိုက်","achluophobia"
"လူလိမ်","Achmed"
"လူဝင်မှုကြီးကြပ်ရေး","Achmetha"
"လူသစ်","achoke"
"လူသတ်မှု","acholia"
"လူသတ်သမား","acholias"
"လူသား","acholic"
"လူသားဆန်မှု","Acholoe"
"လူသိများသည်။","acholous"
"လူသိရှင်ကြား","acholuria"
"လူဦးရေ","acholuric"
"လူဦးရေစာရင်း","Achomawi"
"လေ","achondrite"
"လေ့ကျင့်ခန်း","achondritic"
"လေ့ကျင့်ရေး","achondroplasia"
"လေ့ကျင့်သည်","achondroplastic"
"လေ့ကျင့်သူ","achoo"
"လေ့လာချက်","achor"
"လေ့လာပါ။","achordal"
"လေ့လာရေး","Achordata"
"လေ့လာသူ","achordate"
"လေး","Achorion"
"လေးစားမှု","Achorn"
"လေးဆယ်","Achras"
"လေးနက်သည်။","achree"
"လေးပုံတစ်ပုံ","achroacyte"
"လေးလံ","Achroanthes"
"လေးလေးနက်နက်","achrodextrin"
"လေကြောင်းလိုင်း","achrodextrinase"
"လေဆာ","achroglobin"
"လေဆိပ်","achroiocythaemia"
"လေညင်း","achroiocythemia"
"လေထု","achroite"
"လေဖြတ်ခြင်း။","achroma"
"လေယာဉ်","achromacyte"
"လေယာဉ်ပျံ","achromasia"
"လေယာဉ်မှူး","achromat"
"လေယူလေသိမ်း","achromat-"
"လေလံ","achromate"
"လေသံ","Achromatiaceae"
"လောက","achromatic"
"လောင်း","achromatically"
"လောင်းကစားရုံ","achromaticity"
"လောင်းကြေး","achromatin"
"လောင်စာ","achromatinic"
"လောလောဆယ်","achromatisation"
"လဲလှယ်","achromatise"
"ဝံ","achromatised"
"ဝံပုလွေ","achromatising"
"ဝက်","achromatism"
"ဝက်သစ်ချပင်","Achromatium"
"ဝက်အူ","achromatizable"
"ဝင်ခွင့်","achromatization"
"ဝင်ငွေ","achromatize"
"ဝင်ပါ။","achromatized"
"ဝင်ပေါက်","achromatizing"
"ဝင်ရောက်ခွင့်","achromatocyte"
"ဝင်ရောက်စွက်ဖက်ခြင်း။","achromatolysis"
"ဝင်ရောက်နိုင်သည်။","achromatope"
"ဝင်လာသည်။","achromatophil"
"ဝတ္ထု","achromatophile"
"ဝတ်စုံ","achromatophilia"
"ဝတ်ဆင်","achromatophilic"
"ဝန်","achromatopia"
"ဝန်းရံ","achromatopsy"
"ဝန်ကြီး","achromatopsia"
"ဝန်ခံပါ။","achromatosis"
"ဝန်ဆောင်မှု","achromatous"
"ဝန်ထမ်း","achromats"
"ဝန်ထုပ်ဝန်ပိုး","achromaturia"
"ဝဘ်","achromia"
"ဝဘ်ဆိုဒ်","achromic"
"ဝမ်း","Achromycin"
"ဝမ်းကွဲ","Achromobacter"
"ဝမ်းနည်း","Achromobacterieae"
"ဝမ်းနည်းခြင်း","achromoderma"
"ဝမ်းနည်းစရာ","achromophilous"
"ဝမ်းသာပါတယ်။","achromotrichia"
"ဝယ်","achromous"
"ဝယ်ယူမှု","achronical"
"ဝယ်သူ","achronychous"
"ဝှက်ထားသည်။","achronism"
"ဝါးပါ။","achroo-"
"ဝါးလုံး","achroodextrin"
"ဝါကျ","achroodextrinase"
"ဝါဂွမ်း","achroous"
"ဝါဒဖြန့်ခြင်း။","achropsia"
"ဝါယာကြိုး","Achsah"
"ဝါရင့်","achtehalber"
"ဝါသနာ","achtel"
"ဝိညာဉ်","achtelthaler"
"ဝိညာဉ်ရေးရာ","achter"
"ဝိသေသ","achterveld"
"ဝိုင်","Achuas"
"ဝေ","achuete"
"ဝေးသည်။","acy"
"ဝေဖန်ချက်","acyanoblepsia"
"ဝေဖန်ပါ။","acyanopsia"
"ဝေဖန်ပိုင်းခြား","acichlorid"
"ဝေဖန်မှု","acichloride"
"ဝေဖန်ရေး","acyclic"
"ဝေလငါး","acyclically"
"ဝေါဟာရ","acicula"
"ဝဲ","aciculae"
"သံ","acicular"
"သံခမောက်","acicularity"
"သံတမန်ရေးရာ","acicularly"
"သံပယိုသီး","aciculas"
"သံမဏိ","aciculate"
"သံရုံး","aciculated"
"သံလွင်","aciculum"
"သံသယ","aciculums"
"သံသယဖြစ်ဖွယ်","acid"
"သံသရာ","acidaemia"
"သံအမတ်ကြီး","Acidalium"
"သကြား","Acidanthera"
"သကြားလုံး","Acidaspis"
"သက်ကြီးရွယ်အို","acid-binding"
"သက်ဆိုင်ရာ","acidemia"
"သက်တမ်း","acidemias"
"သက်တူရွယ်တူ","acider"
"သက်တောင့်သက်သာ","acid-fast"
"သက်တောင့်သက်သာနေပါ","acid-fastness"
"သက်ပြင်းချပါ။","acid-forming"
"သက်ရှိ","acidhead"
"သက်သက်","acid-head"
"သက်သာချောင်ချိရေး","acidheads"
"သက်သာရာရ","acidy"
"သက်သေ","acidic"
"သက်သေခံ","acidiferous"
"သက်သေခံချက်","acidify"
"သက်သေခံခြင်း။","acidifiable"
"သက်သေပြ","acidifiant"
"သခင်","acidific"
"သင့်ပါတယ်။","acidification"
"သင့်လျော်သော","acidified"
"သင်","acidifier"
"သင်းအုပ်ဆရာ","acidifiers"
"သင်၏","acidifies"
"သင်ကြားခြင်း။","acidifying"
"သင်ကြားရေး","acidyl"
"သင်ကိုယ်တိုင်","acidimeter"
"သင်ခန်းစာ","acidimetry"
"သင်တန်း","acidimetric"
"သင်တန်းဆရာ","acidimetrical"
"သင်ပေးပါ။","acidimetrically"
"သင်ယူမှု","acidite"
"သင်ရိုးညွှန်းတမ်း","acidity"
"သင်္ကေတ","acidities"
"သင်္ချာ","acidize"
"သင်္ချိုင်း","acidized"
"သင်္ဂြိုဟ်ပါ။","acidizing"
"သင်္ဘော","acidly"
"သစ္စာ","acidness"
"သစ္စာဖောက်","acidnesses"
"သစ္စာရှိ","acidogenic"
"သစ္စာရှိမှု","acidoid"
"သစ်ပင်","acidolysis"
"သစ်သား","acidology"
"သညာ","acidometer"
"သည်းခံခြင်း","acidometry"
"သည်းခံပါ။","acidophil"
"သည်အထိ","acidophile"
"သတင်း","acidophilic"
"သတင်းစကား","acidophilous"
"သတင်းစာ","acidophilus"
"သတင်းစာပညာ","acidoproteolytic"
"သတင်းထောက်","acidoses"
"သတင်းရရှိပါသည်။","acidosis"
"သတင်းအချက်အလက်","acidosteophyte"
"သတျတော","acidotic"
"သတိ","acidproof"
"သတိတရား","acids"
"သတိထားပါ။","acid-treat"
"သတိပေး","acidulant"
"သတိပေးချက်","acidulate"
"သတိရစေ","acidulated"
"သတိရပါ။","acidulates"
"သတိရှိ","acidulating"
"သတို့သမီး","acidulation"
"သတောပဲ","acidulent"
"သတ္တမ","acidulous"
"သတ္တဝါ","acidulously"
"သတ္တိ","acidulousness"
"သတ္တု","aciduria"
"သတ်ပါ။","acidurias"
"သတ်ဖြတ်ခြင်း","aciduric"
"သတ်မှတ်","Acie"
"သတ်မှတ်ချက်","acier"
"သတ်မှတ်ထားတဲ့","acierage"
"သတ်မှတ်ပါ။","Acieral"
"သတ်မှတ်သည်။","acierate"
"သန့်ရှင်း","acierated"
"သန့်ရှင်းသော","acierates"
"သနားခြင်းကရုဏာ","acierating"
"သန္ဓေတည်","acieration"
"သန္ဓေတည်ခြင်း။","acies"
"သန်း","acyesis"
"သန်းခေါင်စာရင်း","acyetic"
"သန်းခေါင်ယံ","aciform"
"သပိတ်","acyl"
"သဘင်","acylal"
"သဘာဝ","acylamido"
"သဘာဝကျကျ","acylamidobenzene"
"သဘော","acylamino"
"သဘောတူညီချက်","acylase"
"သဘောတူသည်။","acylate"
"သဘောထား","acylated"
"သဘောပေါ့။","acylates"
"သဘောပေါက်","acylating"
"သဘောမတူပါ။","acylation"
"သမင်","aciliate"
"သမားတော်","aciliated"
"သမားရိုးကျ","Acilius"
"သမာဓိ","acylogen"
"သမိုင်း","acyloin"
"သမိုင်းဆိုင်ရာ","acyloins"
"သမိုင်းပညာရှင်","acyloxy"
"သမိုင်းဝင်","acyloxymethane"
"သမိုင်းအရ","acyls"
"သမီး","Acima"
"သမုဒ္ဒရာ","acinaceous"
"သမ္မတ","acinaces"
"သမ္မတနိုင်ငံ","acinacifoliate"
"သမ္မတရာထူး","acinacifolious"
"သမ္မာကျမ်းစာ","acinaciform"
"သယ်ဆောင်သည်","acinacious"
"သယ်ဆောင်သူ","acinacity"
"သယ်ယူပို့ဆောင်ရေး","acinar"
"သရဖူ","acinary"
"သရုပ်ဆောင်","acinarious"
"သရုပ်ပြ","Acineta"
"သရေကျနေသည်ကိုအဆုံးအဖြတ်ပေးမည့်ပွဲ","Acinetae"
"သွက်လက်သည်။","acinetan"
"သွန်သင်ပါ။","Acinetaria"
"သွား","acinetarian"
"သွားတာ","acinetic"
"သွားတော့မယ်","acinetiform"
"သွေး","Acinetina"
"သွေးခုန်နှုန်း","acinetinan"
"သွေးစုပ်ဖုတ်ကောင်","acing"
"သွေးထွက်","acini"
"သွေးထွက်သံယို","acinic"
"သား","aciniform"
"သားကောင်","acinose"
"သားရေ","acinotubular"
"သားရဲ","acinous"
"သာမန်","acinuni"
"သာယာသော","acinus"
"သာလျှင်","acious"
"သာလွန်သည်။","Acipenser"
"သိချင်စိတ်","Acipenseres"
"သိပ္ပံ","acipenserid"
"သိပ္ပံနည်းကျ","Acipenseridae"
"သိပ္ပံပညာရှင်","acipenserine"
"သိပ်သည်းဆ","acipenseroid"
"သိမြင်မှု","Acipenseroidei"
"သိမ်း","acyrology"
"သိမ်းဆည်း","acyrological"
"သိမ်းပိုက်","Acis"
"သိမ်မွေ့သော","acystia"
"သိသည်။","acitate"
"သိသာသည်။","acity"
"သိသိသာသာ","aciurgy"
"သို့ပေမယ့်","ACK"
"သို့မဟုတ်","ack-ack"
"သို့သော်လည်း","ackee"
"သိုး","ackees"
"သိုက်","ackey"
"သိုလှောင်မှု","ackeys"
"သီးခြား","Acker"
"သီးနှံ","Ackerley"
"သီးသန့်","Ackerly"
"သီချင်း","Ackerman"
"သီချင်းစာသား","Ackermanville"
"သီချင်းဆို","Ackley"
"သီလ","Ackler"
"သီအိုရီ","ackman"
"သုံး","ackmen"
"သုံးဆယ်","acknew"
"သုံးသပ်ချက်","acknow"
"သုခ","acknowing"
"သုည","acknowledge"
"သုတေသန","acknowledgeable"
"သုတေသီ","acknowledged"
"သုတ်","acknowledgedly"
"သုပ်","acknowledgement"
"သူ","acknowledgements"
"သူ့","acknowledger"
"သူ့ကို","acknowledgers"
"သူကိုယ်တိုင်","acknowledges"
"သူခိုး","acknowledging"
"သူငယ်ချင်း","acknowledgment"
"သူစိမ်း","acknowledgments"
"သူဌေး","acknowledgment's"
"သူတို့","acknown"
"သူတို့ကို","ack-pirate"
"သူတို့ကိုယ်သူတို့","ackton"
"သူတို့ရဲ့","Ackworth"
"သူတော်စင်","ACL"
"သူနာပြု","aclastic"
"သူပုန်","acle"
"သူမ","acleidian"
"သူမ၏","acleistocardia"
"သူရဲကောင်း","acleistous"
"သူလျှို","Aclemon"
"သေ","aclydes"
"သေးငယ်သည်။","aclidian"
"သေးငယ်သော","aclinal"
"သေကြောင်းကြံ","aclinic"
"သေချာတယ်။","aclys"
"သေချာပါစေ။","a-clock"
"သေချာပါတယ်။","acloud"
"သေချာပေါက်","ACLS"
"သေခြင်း။","ACLU"
"သေစေသော","ACM"
"သေဆုံးမှု","Acmaea"
"သေတမ်းစာ","Acmaeidae"
"သေဒဏ်စီရင်ခြင်း။","acmaesthesia"
"သေနတ်","acmatic"
"သေနာကောင်","acme"
"သေပြီ","acmes"
"သေရော","acmesthesia"
"သော့","acmic"
"သော့ခတ်","Acmispon"
"သောကြာ","acmite"
"သောက်","Acmon"
"သဲ","acne"
"သဲကန္တာရ","acned"
"သဲလွန်စ","acneform"
"ဟင်းချက်နည်း","acneiform"
"ဟင်းချို","acnemia"
"ဟင်းသီးဟင်းရွက်","acnes"
"ဟစ်စပန်းနစ်","Acnida"
"ဟစ်အော်","acnodal"
"ဟန်ဆောင်","acnode"
"ဟမ်","acnodes"
"ဟယ်","ACO"
"ဟယ်လို","acoasm"
"ဟယ်လိုဝင်း","acoasma"
"ဟာ","a-coast"
"ဟာ့ဒ်ဝဲ","Acocanthera"
"ဟာရီကိန်း","acocantherin"
"ဟာသ","acock"
"ဟိုင်း","acockbill"
"ဟိုတယ်","a-cock-bill"
"ဟိုမှာ","a-cock-horse"
"ဟုတ်တယ်","acocotl"
"ဟေး","Acoela"
"ဟောပြောချက်","Acoelomata"
"ဟောပြောပွဲ","acoelomate"
"ဟောဟဲ","acoelomatous"
"ဟော်ကီ","Acoelomi"
"ဟော်မုန်း","acoelomous"
"အံ","acoelous"
"အံ့ဖွယ်","Acoemetae"
"အံ့မခန်း","Acoemeti"
"အံ့သြ","Acoemetic"
"အံ့သြစရာ","acoenaesthesia"
"အံ့သြဖွယ်","ACOF"
"အံ့အားသင့်စရာ","acoin"
"အံ့ဩစရာ","acoine"
"အံဆွဲ","Acol"
"အက","Acolapissa"
"အကင်","acold"
"အကယ်၍","Acolhua"
"အကယ်ဒမီ","Acolhuan"
"အကျင့်","acolyctine"
"အကျင့်စာရိတ္တ","acolyte"
"အကျင့်ပျက်","acolytes"
"အကျဉ်း","acolyth"
"အကျဉ်းထောင်","acolythate"
"အကျဉ်းသား","acolytus"
"အကျပ်အတည်း","acology"
"အကျယ်ကြီး","acologic"
"အကျိတ်","acolous"
"အကျိုး","acoluthic"
"အကျိုးစီးပွား","Acoma"
"အကျိုးဆက်","acomia"
"အကျိုးတူ","acomous"
"အကျိုးရှိသော","a-compass"
"အကျိုးသက်ရောက်မှု","aconative"
"အကျိုးအမြတ်မယူသော","Aconcagua"
"အကျုံးဝင်သည်။","acondylose"
"အကြံ","acondylous"
"အကြံဉာဏ်","acone"
"အကြံပြုချက်","aconelline"
"အကြံပြုသည်။","aconic"
"အကြံပေး","aconin"
"အကြည့်","aconine"
"အကြမ်း","aconital"
"အကြမ်းဖက်","aconite"
"အကြမ်းဖက်မှု","aconites"
"အကြမ်းဖက်ဝါဒ","aconitia"
"အကြမ်းဖျင်း","aconitic"
"အကြွေး","aconitin"
"အကြွေစေ့","aconitine"
"အကြား","Aconitum"
"အကြားအာရုံ","aconitums"
"အကြိမ်ကြိမ်","acontia"
"အကြိမ်ရေ","Acontias"
"အကြိုက်","acontium"
"အကြိုက်ဆုံး","Acontius"
"အကြီးအကဲ","aconuresis"
"အကြောင်း","acool"
"အကြောင်းကြား","acop"
"အကြောင်းပြချက်","acopic"
"အကြောင်းပြန်ပါ။","acopyrin"
"အကြောင်းရင်း","acopyrine"
"အကြောင်းအရာ","acopon"
"အကွာအဝေး","acor"
"အကှေး","acorea"
"အကာအကွယ်","acoria"
"အကိုးအကား","acorn"
"အကူးအပြောင်း","acorned"
"အကူအညီ","acorns"
"အကူအညီများ","acorn's"
