"Gujarati","English"
"સંબંધિત","acinous"
"સંભવતઃ","acinuni"
"સંભવિત","acinus"
"સંભાવના","acious"
"સંમતિ","Acipenser"
"સંમેલન","Acipenseres"
"સંયુક્ત","acipenserid"
"સંયોજક","Acipenseridae"
"સંયોજન","acipenserine"
"સંરક્ષણ","acipenseroid"
"સંલગ્ન","Acipenseroidei"
"સંવાદ","acyrology"
"સંવાદદાતા","acyrological"
"સંવેદનશીલ","Acis"
"સંવેદનશીલતા","acystia"
"સંવેદના","acitate"
"સંશોધક","acity"
"સંશોધન","aciurgy"
"સંસાધન","ACK"
"સંસ્કૃતિ","ack-ack"
"સંસ્કૃતિક","ackee"
"સંસ્થા","ackees"
"સંસ્થાકીય","ackey"
"સક્રિય","ackeys"
"સક્રિયપણે","Acker"
"સક્ષમ","Ackerley"
"સખત","Ackerly"
"સગાઈ","Ackerman"
"સગીર","Ackermanville"
"સચિવ","Ackley"
"સજા","Ackler"
"સજીવ","ackman"
"સજ્જન","ackmen"
"સતત","acknew"
"સતામણી","acknow"
"સત્તા","acknowing"
"સત્ય","acknowledge"
"સત્ર","acknowledgeable"
"સદભાગ્યે","acknowledged"
"સદી","acknowledgedly"
"સદ્ગુણ","acknowledgement"
"સન્માન","acknowledgements"
"સપાટી","acknowledger"
"સપ્ટેમ્બર","acknowledgers"
"સપ્તાહ","acknowledges"
"સપ્તાહાંત","acknowledging"
"સફર","acknowledgment"
"સફરજન","acknowledgments"
"સફળ","acknowledgment's"
"સફળતા","acknown"
"સફળતાપૂર્વક","ack-pirate"
"સફેદ","ackton"
"સબસિડી","Ackworth"
"સભાન","ACL"
"સભ્ય","aclastic"
"સભ્યતા","acle"
"સભ્યપદ","acleidian"
"સમ","acleistocardia"
"સમકક્ષ","acleistous"
"સમકાલીન","Aclemon"
"સમગ્ર","aclydes"
"સમજ","aclidian"
"સમજદાર","aclinal"
"સમજવુ","aclinic"
"સમજવું","aclys"
"સમજાયું","a-clock"
"સમજાવવું","acloud"
"સમજાવો","ACLS"
"સમજૂતી","ACLU"
"સમય","ACM"
"સમયગાળો","Acmaea"
"સમર્થક","Acmaeidae"
"સમર્થન","acmaesthesia"
"સમર્પિત","acmatic"
"સમસ્યા","acme"
"સમાચાર","acmes"
"સમાજ","acmesthesia"
"સમાધાન","acmic"
"સમાન","Acmispon"
"સમાનતા","acmite"
"સમાપ્ત","Acmon"
"સમારંભ","acne"
"સમારકામ","acned"
"સમાવવા","acneform"
"સમિટ","acneiform"
"સમિતિ","acnemia"
"સમીકરણ","acnes"
"સમીક્ષા","Acnida"
"સમુદાય","acnodal"
"સમુદ્ર","acnode"
"સમૂહ","acnodes"
"સમૃદ્ધ","ACO"
"સમ્રાટ","acoasm"
"સરંજામ","acoasma"
"સરકાર","a-coast"
"સરખામણી","Acocanthera"
"સરનામું","acocantherin"
"સરવાળો","acock"
"સરસ","acockbill"
"સરહદ","a-cock-bill"
"સરળ","a-cock-horse"
"સરળતા","acocotl"
"સરળતાથી","Acoela"
"સરેરાશ","Acoelomata"
"સર્કિટ","acoelomate"
"સર્જક","acoelomatous"
"સર્જન","Acoelomi"
"સર્જનાત્મક","acoelomous"
"સર્જનાત્મકતા","acoelous"
"સર્જરી","Acoemetae"
"સર્વર","Acoemeti"
"સર્વસંમતિ","Acoemetic"
"સર્વાઈવર","acoenaesthesia"
"સર્વેક્ષણ","ACOF"
"સર્વોચ્ચ","acoin"
"સલામત","acoine"
"સલામતી","Acol"
"સલાહ","Acolapissa"
"સલાહકાર","acold"
"સવાર","Acolhua"
"સશસ્ત્ર","Acolhuan"
"સસલું","acolyctine"
"સસ્તુ","acolyte"
"સસ્પેન્ડ","acolytes"
"સહકાર","acolyth"
"સહન","acolythate"
"સહભાગી","acolytus"
"સહયોગ","acology"
"સહયોગી","acologic"
"સહાનુભુતિ","acolous"
"સહાય","acoluthic"
"સહાયક","Acoma"
"સહિત","acomia"
"સહી","acomous"
"સહેજ","a-compass"
"સહેલાઈથી","aconative"
"સળંગ","Aconcagua"
"સાંકળ","acondylose"
"સાંજ","acondylous"
"સાંભળનાર","acone"
"સાંભળો","aconelline"
"સાઇટ","aconic"
"સાઇડબાર","aconin"
"સાકડૂ","aconine"
"સાક્ષરતા","aconital"
"સાક્ષાત્કાર","aconite"
"સાક્ષી","aconites"
"સાચવવું","aconitia"
"સાચવો","aconitic"
"સાચું","aconitin"
"સાત","aconitine"
"સાતમું","Aconitum"
"સાથી","aconitums"
"સાથીદાર","acontia"
"સાથે","Acontias"
"સાદો","acontium"
"સાધન","Acontius"
"સાધનસામગ્રી","aconuresis"
"સાપ","acool"
"સાપ્તાહિક","acop"
"સાબિતી","acopic"
"સાબુ","acopyrin"
"સામગ્રી","acopyrine"
"સામનો","acopon"
"સામયિક","acor"
"સામાજિક","acorea"
"સામાન્ય","acoria"
"સામૂહિક","acorn"
"સામે","acorned"
"સામેલ","acorns"
"સામ્યવાદી","acorn's"
"સામ્રાજ્ય","acorn-shell"
"સાયકલ","Acorus"
"સાર","acosmic"
"સારવાર","acosmism"
"સારાંશ","acosmist"
"સારું","acosmistic"
"સાર્જન્ટ","acost"
"સાર્વત્રિક","Acosta"
"સાવચેત","acotyledon"
"સાહસ","acotyledonous"
"સાહિત્ય","acouasm"
"સાહિત્યિક","acouchi"
"સાહેબ","acouchy"
"સિંક","acoumeter"
"સિંહ","acoumetry"
"સિંહાસન","acounter"
"સિક્કો","acouometer"
"સિગારેટ","acouophonia"
"સિદ્ધાંત","acoup"
"સિદ્ધિ","acoupa"
"સિન્ડ્રોમ","acoupe"
"સિવાય","acousma"
"સિવિલ","acousmas"
"સિસ્ટમ","acousmata"
"સીઇઓ","acousmatic"
"સીડી","acoustic"
"સીધા","acoustical"
"સીમા","acoustically"
"સીરિયન","acoustician"
"સીલ","acoustico-"
"સુંદર","acousticolateral"
"સુંદરતા","Acousticon"
"સુખ","acousticophobia"
"સુખદ","acoustics"
"સુખાકારી","acoustoelectric"
"સુધારા","ACP"
"સુધારેલ","acpt"
"સુધારો","acpt."
"સુધી","Acquah"
"સુનાવણી","acquaint"
"સુપર","acquaintance"
"સુપરવાઇઝર","acquaintances"
"સુરક્ષા","acquaintance's"
"સુરક્ષિત","acquaintanceship"
"સુલભ","acquaintanceships"
"સુવિધા","acquaintancy"
"સુસંગત","acquaintant"
"સૂચક","acquainted"
"સૂચન","acquaintedness"
"સૂચના","acquainting"
"સૂચનાત્મક","acquaints"
"સૂચિત","Acquaviva"
"સૂચિતાર્થ","acquent"
"સૂત્ર","acquereur"
"સૂપ","acquest"
"સૂર્ય","acquests"
"સૂર્યપ્રકાશ","acquiesce"
"સૂર્યાસ્ત","acquiesced"
"સૅલ્મોન","acquiescement"
"સેક્સ","acquiescence"
"સેક્સી","acquiescences"
"સેગમેન્ટ","acquiescency"
"સેટ","acquiescent"
"સેટિંગ","acquiescently"
"સેનેટ","acquiescer"
"સેનેટર","acquiesces"
"સેન્ડવીચ","acquiescing"
"સેન્સર","acquiescingly"
"સેલિબ્રિટી","acquiesence"
"સેવા","acquiet"
"સૈદ્ધાંતિક","acquirability"
"સૈનિક","acquirable"
"સો","acquire"
"સોંપણી","acquired"
"સોંપવું","acquirement"
"સોકર","acquirements"
"સોડા","acquirenda"
"સોડિયમ","acquirer"
"સોદા","acquirers"
"સોદો","acquires"
"સોનું","acquiring"
"સોનેરી","acquisible"
"સોફ્ટવેર","acquisita"
"સોમવાર","acquisite"
"સોય","acquisited"
"સોલો","acquisition"
"સોવિયત","acquisitional"
"સૌજન્ય","acquisitions"
"સૌમ્ય","acquisition's"
"સૌર","acquisitive"
"સ્કર્ટ","acquisitively"
"સ્કાઉટ","acquisitiveness"
"સ્કી","acquisitor"
"સ્કેન","acquisitum"
"સ્કેલ","acquist"
"સ્કોર","acquit"
"સ્ક્રિપ્ટ","acquital"
"સ્ક્રીન","acquitment"
"સ્ક્રીનીંગ","acquits"
"સ્ક્રૂ","acquittal"
"સ્ટાફ","acquittals"
"સ્ટાર્ટર","acquittance"
"સ્ટીલ","acquitted"
"સ્ટુડિયો","acquitter"
"સ્ટેક","acquitting"
"સ્ટેજ","acquophonia"
"સ્ટેડિયમ","acr-"
"સ્ટેન્ડ","Acra"
"સ્ટેમ","Acrab"
"સ્ટેશન","acracy"
"સ્ટોક","Acraea"
"સ્ટ્રેચ","acraein"
"સ્ટ્રોક","Acraeinae"
"સ્તર","acraldehyde"
"સ્ત્રી","Acrania"
"સ્ત્રોત","acranial"
"સ્થળ","acraniate"
"સ્થળાંતર","acrasy"
"સ્થાન","acrasia"
"સ્થાનિક","Acrasiaceae"
"સ્થાપક","Acrasiales"
"સ્થાપત્ય","acrasias"
"સ્થાપન","Acrasida"
"સ્થાપના","Acrasieae"
"સ્થાયી","acrasin"
"સ્થિતિ","acrasins"
"સ્થિર","Acraspeda"
"સ્થિરતા","acraspedote"
"સ્થૂળ","acratia"
"સ્નાતક","acraturesis"
"સ્નાન","acrawl"
"સ્નાયુ","acraze"
"સ્નેપ","Acre"
"સ્પર્ધા","acreable"
"સ્પર્ધાત્મક","acreage"
"સ્પર્શ","acreages"
"સ્પષ્ટ","acreak"
"સ્પષ્ટતા","acream"
"સ્પષ્ટપણે","acred"
"સ્પાર્ક","acre-dale"
"સ્પિન","Acredula"
"સ્પીકર","acre-foot"
"સ્પીલ","acre-inch"
"સ્પૅનિશ","acreman"
"સ્પેક્ટ્રમ","acremen"
"સ્ફટિક","Acres"
"સ્મારક","acre's"
"સ્માર્ટ","acrestaff"
"સ્મિત","a-cry"
"સ્યુટ","acrid"
"સ્લાઇડ","acridan"
"સ્લાઇસ","acridane"
"સ્લીવ","acrider"
"સ્લેમ","acridest"
"સ્વ","acridian"
"સ્વતંત્ર","acridic"
"સ્વતંત્રતા","acridid"
"સ્વદેશી","Acrididae"
"સ્વપ્ન","Acridiidae"
"સ્વયંસેવક","acridyl"
"સ્વર","acridin"
"સ્વર્ગ","acridine"
"સ્વસ્થ","acridines"
"સ્વાગત","acridinic"
"સ્વાદ","acridinium"
"સ્વાદિષ્ટ","acridity"
"સ્વામી","acridities"
"સ્વિંગ","Acridium"
"સ્વિચ","Acrydium"
"સ્વીકારવાનું","acridly"
"સ્વીકારો","acridness"
"સ્વીકાર્ય","acridnesses"
"સ્વીકૃતિ","acridone"
"સ્વીઝ","acridonium"
"હંમેશા","acridophagus"
"હકદાર","acriflavin"
"હકાર","acriflavine"
"હકારાત્મક","acryl"
"હકીકત","acrylaldehyde"
"હજાર","Acrilan"
"હડતાલ","acrylate"
"હતાશ","acrylates"
"હતાશા","acrylic"
"હત્યા","acrylics"
"હત્યારો","acrylyl"
"હથેળી","acrylonitrile"
"હથોડી","acrimony"
"હદ","acrimonies"
"હમ્મ","acrimonious"
"હરણ","acrimoniously"
"હરાવ્યું","acrimoniousness"
"હરિકેન","acrindolin"
"હરીફ","acrindoline"
"હલાવો","acrinyl"
"હવા","acrisy"
"હવામાન","acrisia"
"હવે","Acrisius"
"હસવું","Acrita"
"હસ્તકલા","acritan"
"હસ્તક્ષેપ","acrite"
"હસ્તગત","acrity"
"હસ્તાક્ષર","acritical"
"હહ","acritochromacy"
"હળવાશથી","acritol"
"હળવું","acritude"
"હા","ACRNEMA"
"હાંફવું","acro-"
"હાંસલ","Acroa"
"હાઇલાઇટ","acroaesthesia"
"હાઇવે","acroama"
"હાજર","acroamata"
"હાજરી","acroamatic"
"હાથ","acroamatical"
"હાથમોજું","acroamatics"
"હાથી","acroanesthesia"
"હાય","acroarthritis"
"હાર","acroasis"
"હારી","acroasphyxia"
"હારેલો","acroataxia"
"હાર્ડવેર","acroatic"
"હાલમાં","acrobacy"
"હાવભાવ","acrobacies"
"હાસ્ય","acrobat"
"હાસ્યાસ્પદ","Acrobates"
"હિંમત","acrobatholithic"
"હિંસક","acrobatic"
"હિંસા","acrobatical"
"હિપ","acrobatically"
"હિસ્પેનિક","acrobatics"
"હીરા","acrobatism"
"હીરો","acrobats"
"હીલ","acrobat's"
"હુમલો","acrobystitis"
"હુલ્લડ","acroblast"
"હૂક","acrobryous"
"હૃદય","Acrocarpi"
"હેક","acrocarpous"
"હેઠળ","acrocentric"
"હેડલાઇન","acrocephaly"
"હેતુ","acrocephalia"
"હેન્ડલ","acrocephalic"
"હેલિકોપ્ટર","acrocephalous"
"હેલોવીન","Acrocera"
"હેલ્મેટ","Acroceratidae"
"હૉલવે","Acroceraunian"
"હોંશિયાર","Acroceridae"
"હોકી","Acrochordidae"
"હોટેલ","Acrochordinae"
"હોઠ","acrochordon"
"હોડી","acrocyanosis"
"હોર્ન","acrocyst"
"હોર્મોન","acrock"
"હોલ","Acroclinium"
"હોવા","Acrocomia"
"હોવું","acroconidium"
"હોશિયાર","acrocontracture"
"હોસ્પિટલ","acrocoracoid"
