"Esperanto","English"
"sapori","acrostichal"
"sapumi","Acrosticheae"
"ŝargi","acrostichic"
"ŝarĝi","acrostichoid"
"sarki","Acrostichum"
"satdiboĉi","acrosticism"
"satdormi","acrostics"
"sati","acrostolia"
"ŝati","acrostolion"
"satkuri","acrostolium"
"satplori","acrotarsial"
"satridi","acrotarsium"
"sattrinki","acroteleutic"
"saturi","acroter"
"satvori","acroteral"
"ŝaŭmi","acroteria"
"savi","acroterial"
"scenumi","acroteric"
"scii","acroterion"
"scintili","acroterium"
"scipovi","acroterteria"
"sedimenti","Acrothoracica"
"sedi","acrotic"
"segi","acrotism"
"sekci","acrotisms"
"sekfroti","acrotomous"
"sekrecii","Acrotreta"
"sekreti","Acrotretidae"
"sekvestri","acrotrophic"
"sekvi","acrotrophoneurosis"
"selekti","Acrux"
"seli","ACRV"
"semi","ACS"
"sendadi","ACSE"
"sendi","ACSNET"
"sensi","ACSU"
"senti","ACT"
"separi","Acta"
"septi","actability"
"sepultadi","actable"
"sepulti","Actaea"
"ŝerci","Actaeaceae"
"serĉi","Actaeon"
"ŝercpetoli","Actaeonidae"
"serpenti","acted"
"serpentumi","actg"
"servi","actg."
"serviri","ACTH"
"servuti","Actiad"
"setli","Actian"
"sibli","actify"
"sidi","actification"
"sieĝi","actifier"
"siesti","actin"
"sifoni","actin-"
"sigelfermi","actinal"
"sigeli","actinally"
"signali","actinautography"
"signalizi","actinautographic"
"signaturi","actine"
"signifi","actinenchyma"
"signi","acting"
"silenti","acting-out"
"simboli","actings"
"simii","Actinia"
"ŝimi","actiniae"
"simuli","actinian"
"singulti","actinians"
"sinki","Actiniaria"
"sintezi","actiniarian"
"sinui","actinias"
"ŝipiri","actinic"
"ŝipveturi","actinical"
"ŝirdifekti","actinically"
"ŝiregi","actinide"
"ŝiri","actinides"
"ŝirkolekti","Actinidia"
"ŝirmi","Actinidiaceae"
"ŝirrikolti","actiniferous"
"situi","actiniform"
"skafaldi","actinine"
"skandali","actiniochrome"
"skandi","actiniohematin"
"skani","Actiniomorpha"
"skarifiki","actinism"
"skermi","actinisms"
"sketi","Actinistia"
"skii","actinium"
"skismi","actiniums"
"skizi","actino-"
"sklavi","actinobaccilli"
"sklavkonduti","actinobacilli"
"skoldi","actinobacillosis"
"skolti","actinobacillotic"
"ŝkopi","Actinobacillus"
"skoveli","actinoblast"
"skrapdifekti","actinobranch"
"skrapi","actinobranchia"
"skrapvundi","actinocarp"
"skribaĉi","actinocarpic"
"skribanonci","actinocarpous"
"skribi","actinochemical"
"skrutinii","actinochemistry"
"skuegi","actinocrinid"
"skui","Actinocrinidae"
"skulpti","actinocrinite"
"skurĝi","Actinocrinus"
"sledi","actinocutitis"
"ŝlifi","actinodermatitis"
"ŝliĥti","actinodielectric"
"ŝlimvadi","actinodrome"
"ŝlosi","actinodromous"
"ŝmactrinketi","actinoelectric"
"ŝminki","actinoelectrically"
"smirgi","actinoelectricity"
"ŝmiri","actinogonidiate"
"ŝmirŝtopi","actinogram"
"smugli","actinograph"
"snufi","actinography"
"ŝnurfermi","actinographic"
"ŝnuri","actinoid"
"ŝnursalti","Actinoida"
"soari","Actinoidea"
"sobiri","actinoids"
"ŝofori","actinolite"
"soifegi","actinolitic"
"soifi","actinology"
"ŝoki","actinologous"
"soldati","actinologue"
"soldatservi","actinomere"
"soleni","actinomeric"
"solvi","actinometer"
"somnoli","actinometers"
"sonatingi","actinometry"
"sondi","actinometric"
"sonegi","actinometrical"
"sonĝi","actinometricy"
"soni","Actinomyces"
"sopiri","actinomycese"
"sorbi","actinomycesous"
"sorĉi","actinomycestal"
"sortimenti","Actinomycetaceae"
"sortodiveni","actinomycetal"
"ŝosi","Actinomycetales"
"ŝoti","actinomycete"
"ŝoveti","actinomycetous"
"ŝoviri","actinomycin"
"ŝovi","actinomycoma"
"ŝovrampi","actinomycosis"
"ŝovtreni","actinomycosistic"
"ŝpargajni","actinomycotic"
"ŝpari","Actinomyxidia"
"sparki","Actinomyxidiida"
"ŝparkolekti","actinomorphy"
"spasmi","actinomorphic"
"ŝpati","actinomorphous"
"specifi","actinon"
"specimeni","Actinonema"
"speguli","actinoneuritis"
"spekti","actinons"
"spekulacii","actinophone"
"spekuli","actinophonic"
"sperti","actinophore"
"spezi","actinophorous"
"spici","actinophryan"
"spili","Actinophrys"
"spindelplekti","actinopod"
"ŝpini","Actinopoda"
"ŝpinmurmuri","actinopraxis"
"spionatendi","actinopteran"
"spioni","Actinopteri"
"spirbrui","actinopterygian"
"spiregi","Actinopterygii"
"spirhalti","actinopterygious"
"spiri","actinopterous"
"spiti","actinoscopy"
"splendi","actinosoma"
"splinti","actinosome"
"splisi","Actinosphaerium"
"spliti","actinost"
"spongi","actinostereoscopy"
"spraji","actinostomal"
"sprinti","actinostome"
"spriti","actinotherapeutic"
"sproni","actinotherapeutics"
"sprosi","actinotherapy"
"ŝprucadi","actinotoxemia"
"ŝpruci","actinotrichium"
"ŝpruclaki","actinotrocha"
"spuri","actinouranium"
"spurti","Actinozoa"
"sputi","actinozoal"
"ŝraŭbfiksi","actinozoan"
"ŝraŭbi","actinozoon"
"ŝriki","actins"
"ŝrumpi","actinula"
"staĝi","actinulae"
"stagni","action"
"stali","actionability"
"stamfi","actionable"
"stampfi","actionably"
"stampi","actional"
"ŝtanci","actionary"
"stangi","actioner"
"stangolevi","actiones"
"stani","actionist"
"stanumi","actionize"
"stapli","actionized"
"stari","actionizing"
"starti","actionless"
"stati","actions"
"staŭli","action's"
"stebi","action-taking"
"stegi","actious"
"ŝteladi","Actipylea"
"ŝtelĉasi","Actis"
"ŝtelelporti","Actium"
"ŝteleniri","activable"
"ŝtelforiri","activate"
"ŝteliri","activated"
"ŝteli","activates"
"ŝtelpaŝi","activating"
"ŝtelrampi","activation"
"stereotipi","activations"
"sterilizi","activator"
"sterki","activators"
"sterni","activator's"
"stertori","active"
"stetoskopi","active-bodied"
"stigmatizi","actively"
"stiki","active-limbed"
"stilizi","active-minded"
"stilziri","activeness"
"stimuli","actives"
"stinki","activin"
"ŝtiparumi","activism"
"stipendii","activisms"
"stiri","activist"
"stivi","activistic"
"ŝtonbati","activists"
"ŝtonumi","activist's"
"ŝtopfermi","activital"
"stopi","activity"
"ŝtopi","activities"
"strabi","activity's"
"strangoli","activize"
"stratifi","activized"
"strebi","activizing"
"ŝtrebi","actless"
"streĉi","actomyosin"
"streki","Acton"
"strekopunkti","Actor"
"strekumi","actory"
"stridi","Actoridae"
"strigli","actorish"
"strii","actor-manager"
"striki","actor-proof"
"stringi","actors"
"strukturi","actor's"
"stuci","actorship"
"studakiri","actos"
"studi","ACTPU"
"stufi","actress"
"stuki","actresses"
"stumbli","actressy"
"stupi","actress's"
"stupori","ACTS"
"sturmi","ACTU"
"subaĉeti","actual"
"subapogi","actualisation"
"subaŭskulti","actualise"
"subbruli","actualised"
"subdiri","actualising"
"subfliki","actualism"
"subfosadi","actualist"
"subfosi","actualistic"
"subfumi","actuality"
"subiri","actualities"
"subjugi","actualization"
"subkompreni","actualizations"
"subkudri","actualize"
"subligi","actualized"
"sublimi","actualizes"
"submasoni","actualizing"
"submetadi","actually"
"submeti","actualness"
"submini","actuals"
"subpremadi","actuary"
"subpremi","actuarial"
"subrampi","actuarially"
"subridi","actuarian"
"subsegi","actuaries"
"subskribi","actuaryship"
"subskripcii","actuate"
"subŝmiri","actuated"
"subŝovi","actuates"
"substitui","actuating"
"substreki","actuation"
"subtaksi","actuator"
"subtenadi","actuators"
"subteni","actuator's"
"subvencii","actuose"
"suĉi","ACTUP"
"suĉtrinki","acture"
"suferegi","acturience"
"suferi","actus"
"sufiĉi","actutate"
"suflori","act-wait"
"sufoki","ACU"
"sugestii","acuaesthesia"
"sugesti","Acuan"
"suicidi","acuate"
"sukcedi","acuating"
"sukcesi","acuation"
"sukeri","Acubens"
"sukerumi","acuchi"
"sukuri","acuclosure"
"ŝuldi","acuductor"
"sulfuri","acuerdo"
"sulki","acuerdos"
"ŝunti","acuesthesia"
"sunumi","acuity"
"superakvi","acuities"
"superargumenti","aculea"
"superatuti","aculeae"
"superbrui","Aculeata"
"supereksponi","aculeate"
"superflui","aculeated"
"superforti","aculei"
"superi","aculeiform"
"superparoli","aculeolate"
"superpaŝi","aculeolus"
"superpezi","aculeus"
"superponti","acumble"
"superregi","acumen"
"superruzi","acumens"
"superŝarĝi","acuminate"
"superskribi","acuminated"
"superstari","acuminating"
"superŝuti","acumination"
"superverŝi","acuminose"
"supervidi","acuminous"
"supervivi","acuminulate"
"supini","acupress"
"supozeti","acupressure"
"supozi","acupunctuate"
"suprenekĵeti","acupunctuation"
"suprenfaldi","acupuncturation"
"suprenflugi","acupuncturator"
"supreniri","acupuncture"
"suprenĵeti","acupunctured"
"suprenkuri","acupunctures"
"suprenlevi","acupuncturing"
"suprenporti","acupuncturist"
"suprenpreni","acupuncturists"
"suprenrampi","acurative"
"suprentiri","Acus"
"surblovi","acusection"
"surfiksi","acusector"
"surglui","acushla"
"surhavi","Acushnet"
"suriri","acustom"
"surkraĉi","acutance"
"surkreski","acutances"
"surkudri","acutangular"
"surmeti","acutate"
"surmovi","acute"
"surpaŝi","acute-angled"
"surplanti","acutely"
"surpreni","acutenaculum"
"surpresi","acuteness"
"surprizi","acutenesses"
"surradii","acuter"
"sursalti","acutes"
"surskribi","acutest"
"surŝmiri","acuti-"
"surŝuteti","acutiator"
"surŝuti","acutifoliate"
"surtiri","Acutilinguae"
"surtreti","acutilingual"
"surverŝi","acutilobate"
"surveturi","acutiplantar"
"suspekti","acutish"
"suspendi","acuto-"
"suspensii","acutograve"
"suspiri","acutonodose"
"susureti","acutorsion"
"susuri","ACV"
"ŝutfali","ACW"
"ŝutfermi","ACWA"
"ŝuti","Acworth"
"ŝutkovri","ACWP"
"suturi","acxoyatl"
"suvereni","ad"
"ŝvabri","ad-"
"svarmi","ADA"
"svati","Adabel"
"ŝvebi","Adabelle"
"ŝveli","Adachi"
"svendroni","adactyl"
"svenigeti","adactylia"
"sveni","adactylism"
"svingi","adactylous"
"ŝviti","Adad"
"ŝvitlabori","adage"
"tabui","adages"
"tabulbari","adagy"
"tabulgarni","adagial"
"tabuli","adagietto"
"taĉmenti","adagiettos"
"tagmanĝi","adagio"
"tajli","adagios"
"tajlori","adagissimo"
"tajpi","Adah"
"taksi","Adaha"
"takti","Adai"
"talki","Aday"
"talusi","A-day"
"tamburbrodi","Adaiha"
"tamburi","Adair"
"tamtami","Adairsville"
"tanĝi","Adairville"
"tani","adays"
"tapeti","Adaize"
"tapiŝi","Adal"
"tarifi","Adala"
"tari","Adalai"
"taski","Adalard"
"tatui","adalat"
"taŭgi","Adalbert"
"taŭzi","Adalheid"
"teatri","Adali"
"tedi","Adalia"
"tegi","Adaliah"
"tegmenti","adalid"
"teksi","Adalie"
"telefoni","Adaline"
"telegrafi","Adall"
"telegvidi","Adallard"
"telemetri","Adam"
"teleregi","Adama"
"telestiri","adamance"
"televidi","adamances"
"temi","adamancy"
"temperi","adamancies"
"tempfiksi","Adam-and-Eve"
"tempi","adamant"
"tendenci","adamantean"
"tendumi","adamantine"
"teneri","adamantinoma"
"teni","adamantly"
"tenkapti","adamantlies"
"tenoni","adamantness"
"tenonjunti","adamantoblast"
"tentadi","adamantoblastoma"
"tenti","adamantoid"
"terenfali","adamantoma"
"terkonekti","adamants"
"termini","Adamas"
"terni","Adamastor"
"terorizi","Adamawa"
"teruri","Adamawa-Eastern"
"testamenti","adambulacral"
"testi","Adamec"
"tiki","Adamek"
"tikleti","adamellite"
"tikli","Adamello"
"tiklumeti","Adamhood"
"tiklumi","Adamic"
"tiktaki","Adamical"
"timegi","Adamically"
"timi","Adamik"
"timtremi","Adamina"
"tinkturi","Adaminah"
"tintegi","adamine"
"tinteti","Adamis"
"tinti","Adamite"
"tintsoni","Adamitic"
"tirani","Adamitical"
"tirboji","Adamitism"
"tiretendi","Adamo"
"tiri","Adamok"
"titoli","Adams"
"toksi","Adamsbasin"
"toleri","Adamsburg"
"tombokuŝi","Adamsen"
"tondi","Adamsia"
"tondri","adamsite"
"tonsuri","adamsites"
"tordelpremi","Adamski"
"tordi","Adam's-needle"
"tordodifekti","Adamson"
"tordorompi","Adamstown"
"torei","Adamsun"
"torenti","Adamsville"
"torni","Adan"
"torpedi","Adana"
"torturi","adance"
"tosti","a-dance"
"trabatali","adangle"
"trabati","a-dangle"
"trabizi","Adansonia"
"trablovi","Adao"
"trabori","Adapa"
"trabreĉi","adapid"
"trabutiki","Adapis"
"tracei","adapt"
"tradandi","adaptability"
"tradiboĉi","adaptabilities"
"tradicii","adaptable"
"tradiskuti","adaptableness"
"tradormi","adaptably"
"traduki","adaptation"
"traelporti","adaptational"
"trafali","adaptationally"
"trafi","adaptations"
"traflueti","adaptation's"
"traflui","adaptative"
"trafrekventi","adapted"
"trahaki","adaptedness"
"trairi","adapter"
"trai","adapters"
"traĵeti","adapting"
"traknedi","adaption"
"trakruci","adaptional"
"traksterni","adaptionism"
"trakti","adaptions"
"trakuri","adaptitude"
"tralabori","adaptive"
"tralavi","adaptively"
"tralegi","adaptiveness"
"trampli","adaptivity"
"tranaĝi","adaptometer"
"tranci","adaptor"
"tranĉi","adaptorial"
"tranĉvundi","adaptors"
"tranoktadi","adapts"
"tranokti","Adar"
"transatendi","Adara"
"transdaŭri","adarbitrium"
"transdoni","adarme"
"transflugi","adarticulation"
"transflui","adat"
"transformi","adati"
"transfuzi","adaty"
"transglui","adatis"
"transgrimpi","adatom"
"transiri","adaunt"
"transiti","Adaurd"
"transkalkuli","adaw"
"transkargi","adawe"
"transkonduki","adawlut"
"transkuri","adawn"
"transloki","adaxial"
"transmeti","adazzle"
"transmisii","ADB"
"transnaĝi","ADC"
"transpacienci","ADCCP"
"transpagi","ADCI"
"transpaŝi","adcon"
"transpeli","adcons"
"transplanti","adcraft"
"transponti","ADD"
"transporti","add."
"transpreni","Adda"
"transrampi","addability"
"transsalti","addable"
"transsetli","add-add"
"transskribi","Addam"
"transtajpi","Addams"
"transtiri","addax"
"transtreni","addaxes"
"transturni","ADDCP"
"transvadi","addda"
"transverŝi","addebted"
"transvivi","added"
"trapalpi","addedly"
"trapasi","addeem"
"trapaŝi","addend"
"trapeli","addenda"
"trapenetri","addends"
"trapiki","addendum"
"traplugi","addendums"
"traporti","adder"
"trapremi","adderbolt"
"trapuŝi","adderfish"
"trarami","adders"
"trarigardi","adder's-grass"
"trarompi","adder's-meat"
"trarostri","adder's-mouth"
"trasegi","adder's-mouths"
"trasekci","adderspit"
"traserĉi","adders-tongue"
"traŝiri","adder's-tongue"
"traskueti","adderwort"
"traskui","Addi"
"traskurĝi","Addy"
"traŝovi","Addia"
"trastreki","addibility"
"trastudi","addible"
"trasuferi","addice"
"trati","addicent"
"tratondi","addict"
"tratranĉi","addicted"
"travadi","addictedness"
"travergi","addicting"
"traveturi","addiction"
"travintri","addictions"
"travipi","addiction's"
"travivi","addictive"
"tredi","addictively"
"trejni","addictiveness"
"trembrili","addictives"
"tremegi","addicts"
"tremeti","Addie"
"tremi","Addiego"
"trempadi","Addiel"
"trempi","Addieville"
"tremveturi","addiment"
"treni","adding"
"treti","Addington"
"tretmakuli","addio"
"tretpremi","Addis"
"tretvundi","Addison"
"trianguli","Addisonian"
"tributi","Addisoniana"
"triki","Addyston"
"trili","addita"
"trinketi","additament"
"trinki","additamentary"
"triumfi","additiment"
"trivi","addition"
"troigi","additional"
"troi","additionally"
"trompadi","additionary"
"trompeti","additionist"
"trompi","additions"
"tromplogi","addition's"
"trompsuperi","addititious"
"troni","additive"
"troordoni","additively"
"trosali","additives"
"troŝarĝi","additive's"
"trostreĉi","additivity"
"trotaksi","additory"
"troteti","additum"
"troti","additur"
"trovadi","addle"
"trovigli","addlebrain"
"trovi","addlebrained"
"trudi","addled"
"trudpeti","addlehead"
"trufi","addleheaded"
"trui","addleheadedly"
"truki","addleheadedness"
"trumpeti","addlement"
"tualeti","addleness"
"tuĉi","addlepate"
"tuneli","addlepated"
"turbi","addlepatedness"
"turbuli","addleplot"
"turi","addles"
"turmenti","addling"
"turniĝadi","addlings"
"turni","addlins"
"turnomovi","addn"
"tuŝeti","addnl"
"tusi","addoom"
"tuŝi","addorsed"
"tuŝludi","addossed"
"tutaĉeti","addr"
"ululi","address"
"ungi","addressability"
"ungograti","addressable"
"ungoskrapi","addressed"
"ungovundi","addressee"
"ungventi","addressees"
"unkti","addressee's"
"uragani","addresser"
"urbanizi","addressers"
"urĝi","addresses"
"urini","addressful"
"urtiki","addressing"
"utili","Addressograph"
"uzadi","addressor"
"uzini","addrest"
"uzi","adds"
"uzukapi","Addu"
"uzuri","adduce"
"uzurpi","adduceable"
"vaĉi","adduced"
"vadbani","adducent"
"vadi","adducer"
"vagabondi","adducers"
"vagi","adduces"
"vakcini","adducible"
"vaki","adducing"
"vaksi","adduct"
"vaksumi","adducted"
"valgi","adducting"
"validi","adduction"
"valori","adductive"
"vangobati","adductor"
"vangofrapi","adductors"
"vanili","adducts"
"vapori","addulce"
"varbi","ade"
"varii","adead"
"vari","a-dead"
"varmoradii","Adebayo"
"varti","Adee"
"vati","adeem"
"vazelini","adeemed"
"veadi","adeeming"
"vegeti","adeems"
"vehikli","adeep"
"vei","a-deep"
"veki","Adey"
"vekrii","Adel"
"veladi","Adela"
"veldi","Adelaida"
"veli","Adelaide"
"velki","Adelaja"
"velveturi","adelantado"
"venadi","adelantados"
"vendaĉi","adelante"
"vendeti","Adelanto"
"vendi","Adelarthra"
"veneni","Adelarthrosomata"
"venenmordi","adelarthrosomatous"
"venĝi","adelaster"
"veni","Adelbert"
"venki","Adele"
"venkobati","Adelea"
"venkopreni","Adeleidae"
"venti","Adelges"
"ventneĝi","Adelheid"
"ventoli","Adelia"
"verdikti","Adelice"
"verdi","Adelina"
"vergi","Adelind"
"verki","Adeline"
"vernisi","adeling"
"versfaradi","adelite"
"versi","Adeliza"
"verŝi","Adell"
"verŝmakuli","Adella"
"vespermanĝi","Adelle"
"vespiri","adelocerous"
"vesti","Adelochorda"
"vestmaski","adelocodonic"
"vetbatali","adelomorphic"
"veti","adelomorphous"
"vetkuri","adelopod"
"vetlabori","Adelops"
"vetoi","Adelphe"
"vetrapidi","Adelphi"
"veturadi","adelphia"
"veturatingi","Adelphian"
"veturi","adelphic"
"veturpeti","Adelpho"
"veturprovizi","adelphogamy"
"vibreti","Adelphoi"
"vibri","adelpholite"
"vidadi","adelphophagy"
"vidatingi","adelphous"
"vidiri","Adelric"
"vigli","ademonist"
"vii","adempt"
"vindi","adempted"
"violenti","ademption"
"vipi","Aden"
"viŝi","aden-"
"vitri","Adena"
"viveti","adenalgy"
"vivĝui","adenalgia"
"vivi","Adenanthera"
"vivoteni","adenase"
"vivteni","adenasthenia"
"vivui","Adenauer"
"viziti","adendric"
"vobli","adendritic"
"voĉi","adenectomy"
"voĉlegi","adenectomies"
"vojerari","adenectopia"
"voji","adenectopic"
"voki","adenemphractic"
"voktadi","adenemphraxis"
"vokti","adenia"
"volbi","adeniform"
"voli","adenyl"
"volonti","adenylic"
"volvi","adenylpyrophosphate"
"vomi","adenyls"
"voregi","adenin"
"vori","adenine"
"vorti","adenines"
"vortumi","adenitis"
"voti","adenitises"
"vringi","adenization"
"vuali","adeno-"
"vulkanizi","adenoacanthoma"
"vundi","adenoblast"
"zigzagi","adenocancroid"
"zigzagiri","adenocarcinoma"
"zingibri","adenocarcinomas"
"zomi","adenocarcinomata"
"zoni","adenocarcinomatous"
"zorgi","adenocele"
"zumi","adenocellulitis"
