"Telugu","English"
"వాక్చాతుర్యం","acidity"
"వాక్యం","acidities"
"వాగ్దానం","acidize"
"వాచ్","acidized"
"వాటా","acidizing"
"వాటాను","acidly"
"వాటిని","acidness"
"వాడిపోవు","acidnesses"
"వాడుక","acidogenic"
"వాణిజ్య","acidoid"
"వాణిజ్యం","acidolysis"
"వాతావరణం","acidology"
"వాదన","acidometer"
"వాదించండి","acidometry"
"వాదిస్తారు","acidophil"
"వాయిద్యం","acidophile"
"వాయిస్","acidophilic"
"వాయువు","acidophilous"
"వాయువ్యం","acidophilus"
"వారం","acidoproteolytic"
"వారసత్వం","acidoses"
"వారసత్వంగా","acidosis"
"వారాంతం","acidosteophyte"
"వారానికోసారి","acidotic"
"వారి","acidproof"
"వారెంట్","acids"
"వార్తలు","acid-treat"
"వార్తాపత్రిక","acidulant"
"వార్షిక","acidulate"
"వార్షికోత్సవం","acidulated"
"వాలు","acidulates"
"వాల్యూమ్","acidulating"
"వాళ్ళు","acidulation"
"వావ్","acidulent"
"వాసన","acidulous"
"వాసి","acidulously"
"వాస్తవం","acidulousness"
"వాస్తవంగా","aciduria"
"వాస్తవికత","acidurias"
"వాస్తవికమైనది","aciduric"
"వాస్తుశిల్పం","Acie"
"వాస్తుశిల్పి","acier"
"వాహనం","acierage"
"వింటారు","Acieral"
"వింత","acierate"
"విందు","acierated"
"వికలాంగుడు","acierates"
"విక్రేత","acierating"
"విగ్రహం","acieration"
"విచారం","acies"
"విచారంగా","acyesis"
"విచారణ","acyetic"
"విచిత్రం","aciform"
"విచిత్రమైన","acyl"
"విజయం","acylal"
"విజయవంతంగా","acylamido"
"విజయవంతమైంది","acylamidobenzene"
"విజేత","acylamino"
"విజ్ఞప్తి","acylase"
"విటమిన్","acylate"
"విడాకులు","acylated"
"విడిగా","acylates"
"విడిచిపెట్టు","acylating"
"విడిపోయింది","acylation"
"విడుదల","aciliate"
"విత్తనం","aciliated"
"విదేశాలలో","Acilius"
"విదేశీ","acylogen"
"విద్యార్థి","acyloin"
"విద్యావేత్త","acyloins"
"విద్యాసంబంధమైన","acyloxy"
"విద్యుత్","acyloxymethane"
"విధానం","acyls"
"విధి","Acima"
"విధిస్తాయి","acinaceous"
"విధేయత","acinaces"
"విధ్వంసం","acinacifoliate"
"వినండి","acinacifolious"
"వినికిడి","acinaciform"
"వినియోగ","acinacious"
"వినియోగం","acinacity"
"వినియోగదారు","acinar"
"వినియోగదారుడు","acinary"
"వినూత్న","acinarious"
"వినేవాడు","Acineta"
"వినోదం","Acinetae"
"విపత్తు","acinetan"
"విపరీతమైన","Acinetaria"
"విప్పు","acinetarian"
"విప్లవం","acinetic"
"విప్లవకారుడు","acinetiform"
"విఫలం","Acinetina"
"విభజన","acinetinan"
"విభజించు","acing"
"విభాగం","acini"
"విభిన్న","acinic"
"విమర్శ","aciniform"
"విమర్శకుడు","acinose"
"విమర్శించండి","acinotubular"
"విమానం","acinous"
"విమానము","acinuni"
"విమానాల","acinus"
"విమానాశ్రయం","acious"
"విమోచనం","Acipenser"
"విరామం","Acipenseres"
"విరిగిపోయింది","acipenserid"
"విరుద్ధంగా","Acipenseridae"
"విరుద్ధమైన","acipenserine"
"విలువ","acipenseroid"
"విలువైన","Acipenseroidei"
"విల్లు","acyrology"
"వివక్ష","acyrological"
"వివరంగా","Acis"
"వివరణ","acystia"
"వివరాలు","acitate"
"వివరించండి","acity"
"వివాదం","aciurgy"
"వివాదాస్పదమైనది","ACK"
"వివాహం","ack-ack"
"వివిధ","ackee"
"విశాలమైనది","ackees"
"విశేషమైనది","ackey"
"విశేషాధికారం","ackeys"
"విశ్రాంతి","Acker"
"విశ్లేషకుడు","Ackerley"
"విశ్లేషణ","Ackerly"
"విశ్లేషించడానికి","Ackerman"
"విశ్వం","Ackermanville"
"విశ్వవిద్యాలయ","Ackley"
"విశ్వసనీయత","Ackler"
"విశ్వాసం","ackman"
"విషపూరితమైన","ackmen"
"విషయం","acknew"
"విషయము","acknow"
"విషాదం","acknowing"
"విషాదకరమైన","acknowledge"
"విస్తరణ","acknowledgeable"
"విస్తరించండి","acknowledged"
"విస్తరించు","acknowledgedly"
"విస్తృత","acknowledgement"
"విస్తృతంగా","acknowledgements"
"విస్తృతమైన","acknowledger"
"వీక్షకుడు","acknowledgers"
"వీక్షణ","acknowledges"
"వీడియో","acknowledging"
"వీడ్కోలు","acknowledgment"
"వీధి","acknowledgments"
"వీలు","acknowledgment's"
"వృత్తం","acknown"
"వృత్తాంతం","ack-pirate"
"వృత్తి","ackton"
"వృత్తిపరమైన","Ackworth"
"వృద్ధి","ACL"
"వృద్ధుడు","aclastic"
"వెంచర్","acle"
"వెంటనే","acleidian"
"వెండి","acleistocardia"
"వెంబడించు","acleistous"
"వైఖరి","Aclemon"
"వెచ్చని","aclydes"
"వెతకండి","aclidian"
"వైద్యుడు","aclinal"
"వెధవ","aclinic"
"వెనుక","aclys"
"వెన్న","a-clock"
"వైపు","acloud"
"వెబ్","ACLS"
"వెబ్సైట్","ACLU"
"వెయ్యి","ACM"
"వైరస్","Acmaea"
"వెర్రి","Acmaeidae"
"వెల్లుల్లి","acmaesthesia"
"వెళ్ళండి","acmatic"
"వైవిధ్యం","acme"
"వేగం","acmes"
"వేగంగా","acmesthesia"
"వేగవంతమైన","acmic"
"వేట","Acmispon"
"వేటగాడు","acmite"
"వేటాడు","Acmon"
"వేడి","acne"
"వేడుక","acned"
"వేడుకుంటాడు","acneform"
"వేడెక్కడం","acneiform"
"వేతనం","acnemia"
"వేదాంతశాస్త్రం","acnes"
"వేదిక","Acnida"
"వేధింపులు","acnodal"
"వేరియబుల్","acnode"
"వేరు","acnodes"
"వేరుగా","ACO"
"వేరుశెనగ","acoasm"
"వేలాడదీయండి","acoasma"
"వేలు","a-coast"
"వేసవి","Acocanthera"
"వైకల్యం","acocantherin"
"వైఖరి","acock"
"వైద్య","acockbill"
"వైద్యసంబంధమైన","a-cock-bill"
"వైద్యుడు","a-cock-horse"
"వైన్","acocotl"
"వైపు","Acoela"
"వైఫల్యం","Acoelomata"
"వైవిధ్యం","acoelomate"
"వైస్","acoelomatous"
"వ్యంగ్యం","Acoelomi"
"వ్యక్తి","acoelomous"
"వ్యక్తిగత","acoelous"
"వ్యక్తిగతంగా","Acoemetae"
"వ్యక్తిత్వం","Acoemeti"
"వ్యక్తీకరణ","Acoemetic"
"వ్యతిరేకంగా","acoenaesthesia"
"వ్యతిరేకత","ACOF"
"వ్యతిరేకించండి","acoin"
"వ్యతిరేకించారు","acoine"
"వ్యర్థ","Acol"
"వ్యర్థం","Acolapissa"
"వ్యవసాయ","acold"
"వ్యవసాయం","Acolhua"
"వ్యవస్థ","Acolhuan"
"వ్యవస్థాపకుడు","acolyctine"
"వ్యవహారం","acolyte"
"వ్యసనం","acolytes"
"వ్యాఖ్య","acolyth"
"వ్యాఖ్యాత","acolythate"
"వ్యాఖ్యానం","acolytus"
"వ్యాధి","acology"
"వ్యాన్","acologic"
"వ్యాపారం","acolous"
"వ్యాపారవేత్త","acoluthic"
"వ్యాపారి","Acoma"
"వ్యాప్తి","acomia"
"వ్యాయామం","acomous"
"వ్యాయామశాల","a-compass"
"వ్యాసం","aconative"
"వ్యాసకర్త","Aconcagua"
"వ్యూహం","acondylose"
"వ్యూహాత్మకమైన","acondylous"
"వ్రాయడానికి","acone"
"వ్రాయబడింది","aconelline"
"శక్తి","aconic"
"శక్తివంతమైన","aconin"
"శతాబ్దం","aconine"
"శత్రువు","aconital"
"శనివారం","aconite"
"శబ్ద","aconites"
"శబ్దం","aconitia"
"శరణార్థ","aconitic"
"శరీరం","aconitin"
"శస్త్రచికిత్స","aconitine"
"శాండ్విచ్","Aconitum"
"శాంతముగా","aconitums"
"శాంతి","acontia"
"శాంతియుతమైనది","Acontias"
"శాఖ","acontium"
"శాతం","Acontius"
"శాశ్వత","aconuresis"
"శాశ్వతమైన","acool"
"శాసనం","acop"
"శాసనకర్త","acopic"
"శాసనసభ","acopyrin"
"శాస్త్రవేత్త","acopyrine"
"శాస్త్రీయ","acopon"
"శిక్ష","acor"
"శిక్షకుడు","acorea"
"శిక్షణ","acoria"
"శిక్షించండి","acorn"
"శిఖరం","acorned"
"శిబిరం","acorns"
"శిల","acorn's"
"శిలాజ","acorn-shell"
"శిల్పం","Acorus"
"శివారు","acosmic"
"శిశువు","acosmism"
"శీఘ్ర","acosmist"
"శీర్షిక","acosmistic"
"శుక్రవారం","acost"
"శుభ్రంగా","Acosta"
"శృంగార","acotyledon"
"శృంగారం","acotyledonous"
"శైలి","acouasm"
"శ్రద్ధ","acouchi"
"శ్రమ","acouchy"
"శ్వాస","acoumeter"
"షటిల్","acoumetry"
"షవర్","acounter"
"షాక్","acouometer"
"షాపింగ్","acouophonia"
"షీట్","acoup"
"షూ","acoupa"
"షూటింగ్","acoupe"
"షూట్","acousma"
"షెడ్యూల్","acousmas"
"షైన్","acousmata"
"షెరీఫ్","acousmatic"
"షెల్","acoustic"
"షెల్ఫ్","acoustical"
"సంకల్పం","acoustically"
"సంకీర్ణ","acoustician"
"సంకేతం","acoustico-"
"సంకోచించండి","acousticolateral"
"సంక్రమణ","Acousticon"
"సంక్లిష్టత","acousticophobia"
"సంక్లిష్టమైనది","acoustics"
"సంక్షేమ","acoustoelectric"
"సంక్షోభం","ACP"
"సంఖ్య","acpt"
"సంగీతం","acpt."
"సంగీతకారుడు","Acquah"
"సంగీతపరమైన","acquaint"
"సంఘం","acquaintance"
"సంఘటన","acquaintances"
"సంఘర్షణ","acquaintance's"
"సంచరించు","acquaintanceship"
"సంచలనం","acquaintanceships"
"సంచి","acquaintancy"
"సంజ్ఞ","acquaintant"
"సంత","acquainted"
"సంతకం","acquaintedness"
"సంతులనం","acquainting"
"సంతృప్తి","acquaints"
"సంతోషం","Acquaviva"
"సంతోషంగా","acquent"
"సంతోషించారు","acquereur"
"సందర్భం","acquest"
"సందర్శకుడు","acquests"
"సందర్శించండి","acquiesce"
"సందు","acquiesced"
"సందేశం","acquiescement"
"సందేహం","acquiescence"
"సంధి","acquiescences"
"సంపద","acquiescency"
"సంపన్నుడు","acquiescent"
"సంపాదకుడు","acquiescently"
"సంపాదన","acquiescer"
"సంపాదించు","acquiesces"
"సంపాదిస్తారు","acquiescing"
"సంపూర్ణ","acquiescingly"
"సంపూర్ణంగా","acquiesence"
"సంప్రదాయ","acquiet"
"సంప్రదాయం","acquirability"
"సంప్రదాయకమైన","acquirable"
"సంప్రదాయవాది","acquire"
"సంప్రదించండి","acquired"
"సంబంధం","acquirement"
"సంబంధించి","acquirements"
"సంబంధించిన","acquirenda"
"సంబంధిత","acquirer"
"సంభవిస్తాయి","acquirers"
"సంభావ్య","acquires"
"సంభావ్యంగా","acquiring"
"సంభావ్యత","acquisible"
"సంభాషణ","acquisita"
"సంభాషించండి","acquisite"
"సంరక్షకుడు","acquisited"
"సంరక్షించు","acquisition"
"సంవత్సరం","acquisitional"
"సంస్కరణ","acquisitions"
"సంస్కృతి","acquisition's"
"సంస్థ","acquisitive"
"సంస్థాగత","acquisitively"
"సంస్థాపన","acquisitiveness"
"సగం","acquisitor"
"సగటు","acquisitum"
"సజీవంగా","acquist"
"సన్నగా","acquit"
"సన్నద్ధం","acquital"
"సన్నిహితుడు","acquitment"
"సబ్బు","acquits"
"సబ్సిడీ","acquittal"
"సభ్యత్వం","acquittals"
"సభ్యుడు","acquittance"
"సమంజసం","acquitted"
"సమకాలీన","acquitter"
"సమగ్రత","acquitting"
"సమగ్రమైన","acquophonia"
"సమన్వయకర్త","acr-"
"సమయం","Acra"
"సమయంలో","Acrab"
"సమర్థత","acracy"
"సమర్థవంతంగా","Acraea"
"సమర్థవంతమైన","acraein"
"సమర్థుడు","Acraeinae"
"సమర్పణ","acraldehyde"
"సమర్పించండి","Acrania"
"సమలేఖనం","acranial"
"సమస్య","acraniate"
"సమాఖ్య","acrasy"
"సమాచారం","acrasia"
"సమాజం","Acrasiaceae"
"సమాధానం","Acrasiales"
"సమాధి","acrasias"
"సమానం","Acrasida"
"సమానంగా","Acrasieae"
"సమానత్వం","acrasin"
"సమానమైన","acrasins"
"సమావేశం","Acraspeda"
"సమీకరణం","acraspedote"
"సమీకరించటం","acratia"
"సమీక్ష","acraturesis"
"సమీపంలో","acrawl"
"సముద్ర","acraze"
"సముద్రం","Acre"
"సముపార్జన","acreable"
"సమూహం","acreage"
"సమ్మతి","acreages"
"సమ్మె","acreak"
"సమ్మేళనం","acream"
"సరదాగా","acred"
"సరఫరా","acre-dale"
"సరసమైన","Acredula"
"సరస్సు","acre-foot"
"సరిగ్గా","acre-inch"
"సరిపోయింది","acreman"
"సరిపోల్చండి","acremen"
"సరిహద్దు","Acres"
"సరుకు","acre's"
"సరైన","acrestaff"
"సరే","a-cry"
"సరైన","acrid"
"సర్క్యూట్","acridan"
"సర్జన్","acridane"
"సర్టిఫికేట్","acrider"
"సర్దుబాటు","acridest"
"సర్వర్","acridian"
"సర్వే","acridic"
"సలహా","acridid"
"సలహాదారు","Acrididae"
"సలాడ్","Acridiidae"
"సవరణ","acridyl"
"సవరించు","acridin"
"సవాలు","acridine"
"సస్పెండ్","acridines"
"సహకరించండి","acridinic"
"సహకరించిన","acridinium"
"సహకారం","acridity"
"సహకారి","acridities"
"సహచరుడు","Acridium"
"సహజ","Acrydium"
"సహజంగా","acridly"
"సహనం","acridness"
"సహసంబంధం","acridnesses"
"సహా","acridone"
"సహాయం","acridonium"
"సహాయకారిగా","acridophagus"
"సహాయకుడు","acriflavin"
"సహాయాలు","acriflavine"
"సహించండి","acryl"
"సహోద్యోగి","acrylaldehyde"
"సాంకేతిక","Acrilan"
"సాంకేతికం","acrylate"
"సాంకేతికంగా","acrylates"
"సాంకేతికత","acrylic"
"సాంద్రత","acrylics"
"సాంప్రదాయకంగా","acrylyl"
"సాంస్కృతిక","acrylonitrile"
"సాకర్","acrimony"
"సాక్","acrimonies"
"సాక్షి","acrimonious"
"సాక్ష్యం","acrimoniously"
"సాగదీయడం","acrimoniousness"
"సాదా","acrindolin"
"సాధన","acrindoline"
"సాధనం","acrinyl"
"సాధారణ","acrisy"
"సాధారణం","acrisia"
"సాధారణంగా","Acrisius"
"సాధించిన","Acrita"
"సాధిస్తారు","acritan"
"సాధువు","acrite"
"సాధ్యం","acrity"
"సానుభూతి","acritical"
"సాపేక్షంగా","acritochromacy"
"సాఫల్యం","acritol"
"సాఫ్ట్వేర్","acritude"
"సామర్థ్యం","ACRNEMA"
"సామర్ధ్యం","acro-"
"సామాజిక","Acroa"
"సామాజికంగా","acroaesthesia"
"సామూహిక","acroama"
"సామ్రాజ్యం","acroamata"
"సాయంత్రం","acroamatic"
"సాయుధ","acroamatical"
"సారం","acroamatics"
"సారాంశం","acroanesthesia"
"సారూప్యత","acroarthritis"
"సార్","acroasis"
"సార్జెంట్","acroasphyxia"
"సార్వత్రిక","acroataxia"
"సాస్","acroatic"
"సాహసం","acrobacy"
"సాహిత్యం","acrobacies"
"సాహిత్యపరమైన","acrobat"
"సింగిల్","Acrobates"
"సిండ్రోమ్","acrobatholithic"
"సింహం","acrobatic"
"సింహాసనం","acrobatical"
"సిగరెట్","acrobatically"
"సిగ్గుపడ్డాడు","acrobatics"
"సిగ్నల్","acrobatism"
"సిద్దాంతము","acrobats"
"సిద్ధం","acrobat's"
"సిద్ధంగా","acrobystitis"
"సిద్ధమయ్యారు","acroblast"
"సిద్ధాంతం","acrobryous"
"సిద్ధాంతపరమైన","Acrocarpi"
"సినిమా","acrocarpous"
"సిఫార్సు","acrocentric"
"సిబ్బంది","acrocephaly"
"సియిఒ","acrocephalia"
"సిరియన్","acrocephalic"
"సిరీస్","acrocephalous"
"సీటు","Acrocera"
"సీనియర్","Acroceratidae"
"సీసా","Acroceraunian"
"సుందరమైన","Acroceridae"
"సుత్తి","Acrochordidae"
"సున్నా","Acrochordinae"
"సున్నితత్వం","acrochordon"
"సున్నితమైన","acrocyanosis"
"సుమారు","acrocyst"
"సుమారుగా","acrock"
"సురక్షితం","Acroclinium"
"సురక్షితంగా","Acrocomia"
"సురక్షితమైన","acroconidium"
"సులభం","acrocontracture"
"సులభంగా","acrocoracoid"
"సులభతరం","Acrocorinth"
"సువార్త","acrodactyla"
"సూక్ష్మమైన","acrodactylum"
"సూచన","acrodermatitis"
"సూచించండి","acrodynia"
"సూచిక","acrodont"
"సూచిస్తాయి","acrodontism"
"సూచిస్తుంది","acrodonts"
"సూట్","acrodrome"
"సూత్రం","acrodromous"
"సూది","Acrodus"
"సూపర్","acroesthesia"
"సూపర్వైజర్","acrogamy"
"సూర్యకాంతి","acrogamous"
"సూర్యాస్తమయం","acrogen"
"సూర్యుడు","acrogenic"
"సృజనాత్మక","acrogenous"
"సృజనాత్మకత","acrogenously"
"సృష్టి","acrogens"
"సృష్టించు","Acrogynae"
"సృష్టికర్త","acrogynous"
"సెంటిమెంట్","acrography"
"సెంటు","acrolein"
"సెక్సీ","acroleins"
"సెక్స్","acrolith"
"సెగ్మెంట్","acrolithan"
"సెట్","acrolithic"
"సైనికాధికారి","acroliths"
"సెనేటర్","acrology"
"సెనేట్","acrologic"
"సెప్టెంబర్","acrologically"
"సెలవు","acrologies"
"సెల్","acrologism"
"సెషన్","acrologue"
"సేంద్రీయ","acromania"
"సేకరణ","acromastitis"
"సేకరించండి","acromegaly"
"సేవ","acromegalia"
"సేవకుడు","acromegalic"
"సేవ్","acromegalies"
"సైకిల్","acromelalgia"
"సైట్","acrometer"
"సైడ్‌బార్","acromia"
"సైద్ధాంతిక","acromial"
"సైనిక","acromicria"
"సైనికుడు","acromimia"
"సైన్యం","acromioclavicular"
"సైన్స్","acromiocoracoid"
"సొగసైన","acromiodeltoid"
"సొరంగం","Acromyodi"
"సొరచేప","acromyodian"
"సొరుగు","acromyodic"
"సోడా","acromyodous"
"సోడియం","acromiohyoid"
"సోదరి","acromiohumeral"
"సోదరుడు","acromion"
"సోమరితనం","acromioscapular"
"సోమవారం","acromiosternal"
"సోలో","acromiothoracic"
"సోవియట్","acromyotonia"
"సౌకర్యం","acromyotonus"
"సౌకర్యవంతమైన","acromonogrammatic"
"సౌమ్యుడు","acromphalus"
"సౌర","acron"
"స్కాలర్షిప్","acronal"
"స్కీ","acronarcotic"
"స్కోర్","acroneurosis"
"స్కౌట్","acronic"
"స్క్రాచ్","acronyc"
"స్క్రిప్ట్","acronical"
"స్క్రీనింగ్","acronycal"
"స్క్రూ","acronically"
"స్క్వాడ్","acronycally"
"స్టాంపు","acronych"
"స్టాక్","acronichal"
"స్టార్టర్","acronychal"
"స్టీక్","acronichally"
"స్టూడియో","acronychally"
"స్టేడియం","acronychous"
"స్టేషన్","Acronycta"
"స్టోర్","acronyctous"
"స్ట్రింగ్","acronym"
"స్ట్రిప్","acronymic"
"స్ట్రోక్","acronymically"
"స్త్రీ","acronymize"
"స్థలం","acronymized"
"స్థానం","acronymizing"
"స్థానిక","acronymous"
"స్థానికుడు","acronyms"
"స్థాపకుడు","acronym's"
"స్థాపన","acronyx"
"స్థాయి","acronomy"
"స్థిర","acrook"
"స్థిరత్వం","acroparalysis"
"స్థిరపడతాయి","acroparesthesia"
"స్థిరమైన","acropathy"
"స్థూల","acropathology"
"స్థోమత","acropetal"
"స్నానం","acropetally"
"స్నాప్","acrophobia"
"స్నేహం","acrophonetic"
"స్నేహపూర్వక","acrophony"
"స్నేహితుడు","acrophonic"
"స్పందన","acrophonically"
"స్పందించండి","acrophonies"
"స్పందించలేదు","acropodia"
"స్పర్శ","acropodium"
"స్పష్టం","acropoleis"
"స్పష్టంగా","Acropolis"
"స్పష్టత","acropolises"
"స్పష్టముగా","acropolitan"
"స్పష్టమైన","Acropora"
"స్పాట్","acropore"
"స్పానిష్","acrorhagus"
"స్పాన్సర్","acrorrheuma"
"స్పార్క్","acrosarc"
"స్పిన్","acrosarca"
"స్పీకర్","acrosarcum"
"స్పెక్ట్రం","acroscleriasis"
"స్పెల్","acroscleroderma"
"స్ఫూర్తినిస్తాయి","acroscopic"
"స్లయిడ్","acrose"
"స్లిప్","acrosome"
"స్లీవ్","acrosomes"
"స్వంతం","acrosphacelus"
"స్వచ్ఛందంగా","acrospire"
"స్వచ్ఛమైన","acrospired"
"స్వతంత్ర","acrospiring"
"స్వదేశీ","acrospore"
"స్వయంగా","acrosporous"
"స్వయంచాలకంగా","across"
"స్వర","across-the-board"
"స్వరం","acrostic"
"స్వర్గం","acrostical"
"స్వల్ప","acrostically"
"స్వాగతం","acrostichal"
"స్వాతంత్ర్యం","Acrosticheae"
"స్వాధీనం","acrostichic"
"స్వింగ్","acrostichoid"
"స్వీకరించు","Acrostichum"
"స్వీప్","acrosticism"
"స్వీయ","acrostics"
"స్వేచ్ఛ","acrostolia"
"స్వేచ్ఛగా","acrostolion"
"హంతకుడు","acrostolium"
"హక్కు","acrotarsial"
"హడావిడి","acrotarsium"
"హత్య","acroteleutic"
"హరించడం","acroter"
"హరికేన్","acroteral"
"హలో","acroteria"
"హా","acroterial"
"హాకీ","acroteric"
"హాజరు","acroterion"
"హాని","acroterium"
"హామీ","acroterteria"
"హాయ్","Acrothoracica"
"హార్డ్వేర్","acrotic"
"హార్మోన్","acrotism"
"హాలు","acrotisms"
"హాలోవీన్","acrotomous"
"హాస్య","Acrotreta"
"హాస్యం","Acrotretidae"
"హాస్యాస్పదంగా","acrotrophic"
"హింస","acrotrophoneurosis"
"హింసాత్మకమైన","Acrux"
"హిస్పానిక్","ACRV"
"హీరో","ACS"
"హుక్","ACSE"
"హుహ్","ACSNET"
"హెక్","ACSU"
"హెచ్చరిక","ACT"
"హెచ్చరిస్తారు","Acta"
"హెలికాప్టర్","actability"
"హెల్మెట్","actable"
"హే","Actaea"
"హేతుబద్ధమైన","Actaeaceae"
"హైలైట్","Actaeon"
"హైవే","Actaeonidae"
"హోటల్","acted"
"హోదా","actg"
"హోరిజోన్","actg."
"హోస్ట్","ACTH"
"హ్మ్","Actiad"
"హ్యాండిల్","Actian"
