"Finnish","English"
"suurtehotutka","cyke"
"suurteollisuus","cyl"
"suurteos","cyl."
"suurtila","Cila"
"suurtilallinen","cilantro"
"suurtyö","cilantros"
"suuruinen","cilectomy"
"suurus","Cyler"
"suurustaa","cilery"
"suuruste","cilia"
"suurustus","ciliary"
"suuruudenhullu","Ciliata"
"suuruudenhulluus","ciliate"
"suuruus","ciliated"
"suuruusharha","ciliate-leaved"
"suuruusjärjestys","ciliately"
"suuruusluokka","ciliates"
"suurvalta","ciliate-toothed"
"suurvaltapoliittinen","ciliation"
"suurvaltapolitiikka","cilice"
"suurvaltaryhmitys","cilices"
"suurvisiiri","cylices"
"suurvoitto","Cilicia"
"suuryhtiö","Cilician"
"suusanallinen","cilicious"
"suuseksi","Cilicism"
"suusola","ciliectomy"
"suustaladattava","ciliella"
"suusuihke","ciliferous"
"suusuihkute","ciliform"
"suusumute","ciliiferous"
"suutahtaa","ciliiform"
"suutari","ciliium"
"suutarinkielo","cylinder"
"suutarinliike","cylinder-bored"
"suutarinlohi","cylinder-boring"
"suutarinverstas","cylinder-dried"
"suutaroida","cylindered"
"suutarointi","cylinderer"
"suutauti","cylinder-grinding"
"suute","cylindering"
"suutelo","cylinderlike"
"suutelu","cylinders"
"suutia","cylinder's"
"suutin","cylinder-shaped"
"suuttua","cylindraceous"
"suuttumus","cylindrarthrosis"
"suutuksiin","Cylindrella"
"suutuksissa","cylindrelloid"
"suutuksissaan","cylindrenchema"
"suutuspäissä","cylindrenchyma"
"suutuspäissään","cylindric"
"suututtaa","cylindrical"
"suuvesi","cylindricality"
"suuvärkki","cylindrically"
"suuväylä","cylindricalness"
"suvaita","cylindric-campanulate"
"suvaitsematon","cylindric-fusiform"
"suvaitsemattomasti","cylindricity"
"suvaitsemattomuus","cylindric-oblong"
"suvaitseva","cylindric-ovoid"
"suvaitsevainen","cylindric-subulate"
"suvaitsevaisesti","cylindricule"
"suvaitsevaisuus","cylindriform"
"suvaitsevasti","cylindrite"
"suvaitsevuus","cylindro-"
"suvanto","cylindro-cylindric"
"suvantoinen","cylindrocellular"
"suvantovaihe","cylindrocephalic"
"suvehtia","cylindroconical"
"suvereeni","cylindroconoidal"
"suvereeninen","cylindrodendrite"
"suvereenisesti","cylindrograph"
"suvereenisti","cylindroid"
"suvereenisuus","cylindroidal"
"suvereenius","cylindroma"
"suvereniteetti","cylindromata"
"suvi","cylindromatous"
"suvijuhla","cylindrometric"
"suvinen","cylindroogival"
"suvipäivä","Cylindrophis"
"suvituuli","Cylindrosporium"
"suvivirsi","cylindruria"
"suviyö","Cilioflagellata"
"suvuittain","cilioflagellate"
"suvullinen","ciliograde"
"suvullisesti","ciliola"
"suvullisuus","ciliolate"
"suvunjatkaja","ciliolum"
"suvunjatkamiskyky","Ciliophora"
"suvuton","cilioretinal"
"suvuttomasti","cilioscleral"
"suvuttomuus","ciliospinal"
"swap","ciliotomy"
"sveitsiläinen","Cilissa"
"sveitsiläiskaarti","cilium"
"sveitsinjuusto","Cilix"
"sveitsinleike","cylix"
"sveitsinsaksa","Cilka"
"svekomaani","cill"
"svengata","Cilla"
"svengi","Cyllene"
"svetari","Cyllenian"
"svetisismi","Cyllenius"
"sviitti","cylloses"
"swing","cillosis"
"svingi","cyllosis"
"syaani","Cillus"
"syaanivety","Cilo"
"syaanivetyhappo","cilo-spinal"
"syaaniyhdiste","Cilurzo"
"syanidi","Cylvia"
"syankalium","CIM"
"syanobakteeri","Cym"
"sydämeenkäypä","CIMA"
"sydämeenkäyvä","Cyma"
"sydämellinen","Cimabue"
"sydämellisesti","cymae"
"sydämellisyys","cymagraph"
"sydämenahdistus","Cimah"
"sydämenasia","cimaise"
"sydämenhieronta","cymaise"
"sydämenkuva","cymaphen"
"sydämenlaajentuma","cymaphyte"
"sydämenlyönti","cymaphytic"
"sydämenpysähdys","cymaphytism"
"sydämensiirto","cymar"
"sydämensiirtoleikkaus","cymarin"
"sydämensiirtopotilas","cimaroon"
"sydämensivistys","Cimarosa"
"sydämensyke","cymarose"
"sydämentahdistin","Cimarron"
"sydämentykytys","cymars"
"sydämettömyys","cymas"
"sydämettömästi","cymatia"
"sydämetön","cymation"
"sydämistyä","cymatium"
"sydämys","cymba"
"sydämystyä","cymbaeform"
"sydän","cimbal"
"sydänala","cymbal"
"sydänalue","Cymbalaria"
"sydänambulanssi","cymbaled"
"sydäneteinen","cymbaleer"
"sydänfilmi","cymbaler"
"sydänhalkeama","cymbalers"
"sydänhalvaus","cymbaline"
"sydänhermo","cymbalist"
"sydänhermovika","cymbalists"
"sydänhieronta","cymballed"
"sydänhäiriö","cymballike"
"sydäninfarkti","cymballing"
"sydäninsuffisienssi","cymbalo"
"sydäninvalidi","cimbalom"
"sydänjuuret","cymbalom"
"sydänkammio","cimbaloms"
"sydänkesä","cymbalon"
"sydänkipu","cymbals"
"sydänkirurgi","cymbal's"
"sydänkirurgia","cymbate"
"sydänkohtaus","cymbel"
"sydänkuolema","Cymbeline"
"sydänkuolleisuus","Cymbella"
"sydänkäpy","cimbia"
"sydänkäpynen","cymbid"
"sydänkäyrä","cymbidia"
"sydänlaho","cymbidium"
"sydänlanka","cymbiform"
"sydänleikkaus","Cymbium"
"sydänlihas","cymblin"
"sydänlihaskudos","cymbling"
"sydänlihastulehdus","cymblings"
"sydänlihasvaurio","cymbocephaly"
"sydänläppä","cymbocephalic"
"sydänlääke","cymbocephalous"
"sydänmaa","Cymbopogon"
"sydänmuuri","cimborio"
"sydänosa","Cymbre"
"sydänpotilas","Cimbri"
"sydänpuolisko","Cimbrian"
"sydänpussi","Cimbric"
"sydänpuu","Cimbura"
"sydänpysähdys","cimcumvention"
"sydänpäivä","cyme"
"sydänsairas","cymelet"
"sydänsairaus","cimelia"
"sydänsiirto","cimeliarch"
"sydänsuru","cimelium"
"sydänsuvi","cymene"
"sydänsähkökäyrä","cymenes"
"sydäntalvi","cymes"
"sydäntauti","cimeter"
"sydäntautilääkäri","cimex"
"sydäntautinen","cimices"
"sydäntautioppi","cimicid"
"sydäntenmurskaaja","Cimicidae"
"sydäntoiminta","cimicide"
"sydäntulehdus","cimiciform"
"sydäntutkimus","Cimicifuga"
"sydäntyä","cimicifugin"
"sydänvaiva","cimicoid"
"sydänvalvuri","cimier"
"sydänvarjo","cymiferous"
"sydänvaurio","ciminite"
"sydänveri","cymlin"
"sydänveritulppa","cimline"
"sydänvika","cymling"
"sydänvikainen","cymlings"
"sydänystävä","cymlins"
"sydänyö","cimmaron"
"sydänääni","Cimmeria"
"syfilis","Cimmerian"
"syinen","Cimmerianism"
"syke","Cimmerium"
"sykemittari","cimnel"
"sykertyä","cymobotryose"
"sykertää","Cymodoce"
"sykerö","Cymodoceaceae"
"sykeröityä","cymogene"
"syketaajuus","cymogenes"
"sykintä","cymograph"
"sykkiä","cymographic"
"sykkyrä","cymoid"
"sykkyräsuoli","Cymoidium"
"sykkäillä","cymol"
"sykkää","cimolite"
"syklaami","cymols"
"syklaaminpunainen","cymometer"
"syklamaatti","Cimon"
"sykli","cymophane"
"syklinen","cymophanous"
"sykloni","cymophenol"
"syksy","cymophobia"
"syksyinen","cymoscope"
"syksyisin","cymose"
"syksykylmä","cymosely"
"syksyllinen","cymotrichy"
"syksymmäksi","cymotrichous"
"syksymmälle","cymous"
"syksymmällä","Cymraeg"
"syksymmäs","Cymry"
"syksympänä","Cymric"
"syksypuoli","cymrite"
"sykähdellä","cymtia"
"sykähdys","cymule"
"sykähdyttää","cymulose"
"sykähtää","Cyn"
"sykäys","Cyna"
"sykäyslaskuri","cynanche"
"syleillä","Cynanchum"
"syleily","cynanthropy"
"syli","Cynar"
"sylihoito","Cynara"
"sylikkäin","cynaraceous"
"sylikoira","cynarctomachy"
"sylikummi","cynareous"
"sylilapsi","cynaroid"
"sylillinen","Cynarra"
"sylimikro","C-in-C"
"sylinteri","cinch"
"sylinterinkansi","cincha"
"sylinteriryhmä","cinched"
"sylinteritilavuus","cincher"
"sylipaini","cinches"
"sylittäin","cinching"
"sylityksin","cincholoipon"
"sylitysten","cincholoiponic"
"sylivauva","cinchomeronic"
"syljeksiä","Cinchona"
"syljeneritys","Cinchonaceae"
"syljeskellä","cinchonaceous"
"syljeskely","cinchonamin"
"syljettää","cinchonamine"
"sylkeä","cinchonas"
"sylki","cinchonate"
"sylkikaskas","Cinchonero"
"sylkikuoriainen","cinchonia"
"sylkirauhanen","cinchonic"
"sylkirauhastulehdus","cinchonicin"
"sylky","cinchonicine"
"sylkykuppi","cinchonidia"
"sylkäistä","cinchonidine"
"sylkäisy","cinchonin"
"syllogismi","cinchonine"
"syllogistinen","cinchoninic"
"syltty","cinchonisation"
"sylttytehdas","cinchonise"
"syltä","cinchonised"
"syltäinen","cinchonising"
"sylyksellinen","cinchonism"
"sylys","cinchonization"
"symbiontti","cinchonize"
"symbioosi","cinchonized"
"symbioottinen","cinchonizing"
"symbioottisesti","cinchonology"
"symbioottisuus","cinchophen"
"symboli","cinchotine"
"symboliarvo","cinchotoxine"
"symbolifunktio","cincinatti"
"symboliikka","cincinnal"
"symbolijärjestelmä","Cincinnati"
"symbolinen","Cincinnatia"
"symbolisesti","Cincinnatian"
"symbolismi","Cincinnatus"
"symbolisoida","cincinni"
"symbolisuus","cincinnus"
"symboloida","Cinclidae"
"symmetria","cinclides"
"symmetriakeskipiste","Cinclidotus"
"symmetriakeskus","cinclis"
"symmetriataso","Cinclus"
"symmetrinen","cinct"
"symmetrisesti","cincture"
"symmetrisyys","cinctured"
"sympaattinen","cinctures"
"sympaattisesti","cincturing"
"sympaattisuus","Cinda"
"sympatia","Cynde"
"sympatisoida","Cindee"
"symposio","Cindelyn"
"symposiumi","cinder"
"symppis","cindered"
"symptomaattinen","Cinderella"
"symptomi","cindery"
"synagoga","cindering"
"synapsi","cinderlike"
"syndikaatti","cinderman"
"syndikalismi","cinderous"
"syndikalisti","cinders"
"syndikalistinen","cinder's"
"syndrooma","Cindi"
"synergeettinen","Cindy"
"synergia","Cyndi"
"synerginen","Cyndy"
"synergismi","Cyndia"
"synergisti","Cindie"
"synergistinen","Cyndie"
"synkassa","Cindylou"
"synkata","Cindra"
"synkentyä","cine"
"synkentää","cine-"
"synketä","cyne-"
"synkeys","cineangiocardiography"
"synkeä","cineangiocardiographic"
"synkistellä","cineangiography"
"synkistely","cineangiographic"
"synkistyä","cineast"
"synkistää","cineaste"
"synkkaan","cineastes"
"synkkyys","cineasts"
"synkkä","Cinebar"
"synkkämielinen","cynebot"
"synkkämielisyys","cinecamera"
"synkooppi","cinefaction"
"synkopoida","cinefilm"
"synkopointi","cynegetic"
"synkretismi","cynegetics"
"synkretistinen","cynegild"
"synkroninen","cinel"
"synkronirata","Cinelli"
"synkronisatelliitti","cinema"
"synkronismi","cinemactic"
"synkronisoida","cinemagoer"
"synkronisointi","cinemagoers"
"synkronoida","cinemas"
"synkronointi","CinemaScope"
"synkästi","CinemaScopic"
"synnillinen","cinematheque"
"synnillisesti","cinematheques"
"synnillisyys","cinematic"
"synninhätä","cinematical"
"synninpäästö","cinematically"
"synnintekijä","cinematics"
"synninteko","cinematize"
"synnintunnustus","cinematized"
"synnintunto","cinematizing"
"synnintuntoinen","cinematograph"
"synnitön","cinematographer"
"synnyinmaa","cinematographers"
"synnyinseutu","cinematography"
"synnyinsija","cinematographic"
"synnynnäinen","cinematographical"
"synnynnäisesti","cinematographically"
"synnynnäisyys","cinematographies"
"synnytinelimet","cinematographist"
"synnyttimet","cinemelodrama"
"synnyttäjä","cinemese"
"synnyttää","cinemize"
"synnytys","cinemograph"
"synnytyshuone","cinenchym"
"synnytyshäiriö","cinenchyma"
"synnytysikä","cinenchymatous"
"synnytyskanava","cinene"
"synnytyskipu","cinenegative"
"synnytyslaitos","cineol"
"synnytyslääkäri","cineole"
"synnytysoppi","cineoles"
"synnytysosasto","cineolic"
"synnytyspahka","cineols"
"synnytyspihdit","cinephone"
"synnytyspoltto","cinephotomicrography"
"synnytyssairaala","cineplasty"
"synnytyssupistus","cineplastics"
"synnytystuska","Cynera"
"synnytysvalmennus","cineraceous"
"synnytysvalmennuskurssi","cineradiography"
"synnytysvaurio","Cinerama"
"synodaalikokous","cinerararia"
"synodi","cinerary"
"synonymia","Cineraria"
"synonyymi","cinerarias"
"synonyyminen","cinerarium"
"synonyymisanakirja","cineration"
"synopsis","cinerator"
"syntaksi","cinerea"
"syntaktinen","cinereal"
"synteesi","cinereous"
"synteettinen","cinerin"
"synteettisesti","cinerins"
"synteettisyys","cineritious"
"syntesoida","cinerous"
"syntesointi","cines"
"syntesoitua","cinevariety"
"syntetisaattori","Cynewulf"
"syntetisoida","Cingalese"
"syntetisointi","cynghanedd"
"syntetisoitua","cingle"
"synti","cingula"
"syntiinlankeemus","cingular"
"syntikuorma","cingulate"
"syntilista","cingulated"
"syntinen","cingulectomy"
"syntipukki","cingulectomies"
"syntisesti","cingulum"
"syntisyys","cynhyena"
"syntisäkki","Cini"
"syntitaakka","Cynias"
"syntiuhri","cyniatria"
"syntivelka","cyniatrics"
"synttärit","Cynic"
"synty","Cynical"
"syntyaika","cynically"
"syntyhistoria","cynicalness"
"syntyisin","Cynicism"
"syntyjään","cynicisms"
"syntymekanismi","cynicist"
"syntymä","cynics"
"syntymäaika","ciniphes"
"syntymähetki","cynipid"
"syntymäjuhla","Cynipidae"
"syntymäkoti","cynipidous"
"syntymäkotikunta","cynipoid"
"syntymälahja","Cynipoidea"
"syntymämerkki","Cynips"
"syntymäpaikka","Cinyras"
"syntymäpaino","cynism"
"syntymäpituus","Cinna"
"syntymäpäivä","cinnabar"
"syntymäpäiväkutsut","cinnabaric"
"syntymäpäivälahja","cinnabarine"
"syntymäpäiväonnittelu","cinnabars"
"syntymäpäiväsankari","cinnamal"
"syntymäpäivätervehdys","cinnamaldehyde"
"syntymäsokea","cinnamate"
"syntymätodistus","cinnamein"
"syntymätukka","cinnamene"
"syntymätön","cinnamenyl"
"syntymävika","cinnamic"
"syntymävuosi","cinnamyl"
"syntyneisyys","cinnamylidene"
"syntypaikka","cinnamyls"
"syntyperä","Cinnamodendron"
"syntyperäinen","cinnamoyl"
"syntysanat","cinnamol"
"syntysija","cinnamomic"
"syntyvaihe","Cinnamomum"
"syntyvuosi","Cinnamon"
"syntyvyys","cinnamoned"
"syntyä","cinnamonic"
"syntyään","cinnamonlike"
"sypressi","cinnamonroot"
"sypressikasvi","cinnamons"
"syreeni","cinnamonwood"
"syreenihortensia","cinnyl"
"syrjemmäksi","cinnolin"
"syrjemmälle","cinnoline"
"syrjemmällä","cyno-"
"syrjemmältä","cynocephalic"
"syrjemmäs","cynocephalous"
"syrjemmässä","cynocephalus"
"syrjemmästä","cynoclept"
"syrjempänä","Cynocrambaceae"
"syrjempää","cynocrambaceous"
"syrjempään","Cynocrambe"
"syrjimiskielto","cynodictis"
"syrjintä","Cynodon"
"syrjittäin","cynodont"
"syrjiä","Cynodontia"
"syrjä","cinofoil"
"syrjähyppy","Cynogale"
"syrjäinen","cynogenealogy"
"syrjäisyys","cynogenealogist"
"syrjäkarein","Cynoglossum"
"syrjäkatu","Cynognathus"
"syrjäkulma","cynography"
"syrjäkylä","cynoid"
"syrjäkyläläinen","Cynoidea"
"syrjälleen","cynology"
"syrjällään","Cynomys"
"syrjäpolku","cynomolgus"
"syrjäseutu","Cynomoriaceae"
"syrjäsilmin","cynomoriaceous"
"syrjäsilmällä","Cynomorium"
"syrjäsilmäys","Cynomorpha"
"syrjässä","cynomorphic"
"syrjästä","cynomorphous"
"syrjästäkatsoja","cynophile"
"syrjätie","cynophilic"
"syrjäyttää","cynophilist"
"syrjäytys","cynophobe"
"syrjäytyä","cynophobia"
"syrjään","Cynopithecidae"
"syrjääni","cynopithecoid"
"sysi","cynopodous"
"sysimusta","cynorrhoda"
"sysipimeä","cynorrhodon"
"sysiä","Cynortes"
"syssyyn","Cynosarges"
"systeemi","Cynoscephalae"
"systeeminen","Cynoscion"
"systeeminsuunnittelija","Cynosura"
"systeeminsuunnittelu","cynosural"
"systeemiohjelmointi","cynosure"
"systeemisesti","cynosures"
"systeemisyys","Cynosurus"
"systeemiteoria","cynotherapy"
"systemaatikko","Cynoxylon"
"systemaattinen","cinquain"
"systemaattisesti","cinquains"
"systemaattisuus","cinquanter"
"systematiikka","cinque"
"systematisoida","cinquecentism"
"systematisointi","cinquecentist"
"systemoida","cinquecento"
"systemointi","cinquedea"
"systeri","cinquefoil"
"systolinen","cinquefoiled"
"sysätä","cinquefoils"
"sysäyksittäin","cinquepace"
"sysäyksittäinen","cinques"
"sysäys","cinque-spotted"
"sytkyttää","cinter"
"sytkytys","Cynth"
"sytkäri","Cynthea"
"sytologia","Cynthy"
"sytoplasma","Cynthia"
"sytostaatti","Cynthian"
"sytotoksinen","Cynthiana"
"syttymisherkkyys","Cynthie"
"syttymispiste","Cynthiidae"
"syttymätön","Cynthius"
"syttyvyys","Cynthla"
"syttyä","cintre"
"sytyke","Cinura"
"sytytin","cinuran"
"sytyttäjä","cinurous"
"sytyttää","Cynurus"
"sytytys","Cynwyd"
"sytytysaine","Cynwulf"
"sytytyshäiriö","Cinzano"
"sytytysjärjestelmä","CIO"
"sytytysjärjestys","CYO"
"sytytyskela","Cioban"
"sytytyskipinä","Cioffred"
"sytytyslaite","cion"
"sytytyslanka","cionectomy"
"sytytysneste","cionitis"
"sytytyspuola","cionocranial"
"sytytystulppa","cionocranian"
"sytytysvirta","cionoptosis"
"syvemmäksi","cionorrhaphia"
"syvemmälle","cionotome"
"syvemmällä","cionotomy"
"syvemmältä","cions"
"syvemmäs","cioppino"
"syvempänä","cioppinos"
"syvempää","CIP"
"syvennys","cyp"
"syventyä","cipaye"
"syventää","Cipango"
"syvetä","Cyparissia"
"syvyinen","Cyparissus"
"syvyys","Cyperaceae"
"syvyyskartta","cyperaceous"
"syvyyskäyrä","Cyperus"
"syvyysluotain","cyphella"
"syvyysmittari","cyphellae"
"syvyysmittaus","cyphellate"
"syvyysnäkö","cipher"
"syvyyspommi","cypher"
"syvyysporrastus","cipherable"
"syvyyspsykologia","cipherdom"
"syvyyssukellus","ciphered"
"syvyyssuunta","cyphered"
"syvyysvaikutelma","cipherer"
"syvyyttää","cipherhood"
"syvyytys","ciphering"
"syvä","cyphering"
"syväasfaltti","ciphers"
"syväauraus","cipher's"
"syvähaastattelu","cyphers"
"syvähengitys","ciphertext"
"syvähenkinen","ciphertexts"
"syväjäädyttää","Cyphomandra"
"syväjäädytys","cyphonautes"
"syväkairata","ciphony"
"syväkairaus","ciphonies"
"syväkivilaji","cyphonism"
"syvälle","cyphosis"
"syvällekäypä","cipo"
"syvällekäyvä","cipolin"
"syvällinen","cipolins"
"syvällisesti","cipollino"
"syvällisyys","cippi"
"syvällä","cippus"
"syvälti","Cypraea"
"syvältä","cypraeid"
"syväluotaus","Cypraeidae"
"syvämeri","cypraeiform"
"syvämielinen","cypraeoid"
"syvämietteinen","cypre"
"syvämuokkaus","cypres"
"syvänkö","cypreses"
"syvänmerenkala","cypress"
"syvänne","cypressed"
"syvänsininen","cypresses"
"syväonginta","Cypressinn"
"syväonki","cypressroot"
"syväpainanta","Cypria"
"syväpaino","Ciprian"
"syväpainomenetelmä","Cyprian"
"syvärakenne","cyprians"
"syväsatama","cyprid"
"syväsointinen","Cyprididae"
"syvässä","Cypridina"
"syvästi","Cypridinidae"
"syvästä","cypridinoid"
"syvätarkkuus","Cyprina"
"syvävaikutteinen","cyprine"
"syväväylä","cyprinid"
"syväys","Cyprinidae"
"syvään","cyprinids"
"syy","cypriniform"
"syydvesti","cyprinin"
"syyhelmä","cyprinine"
"syyhy","cyprinodont"
"syyhyinen","Cyprinodontes"
"syyhypunkki","Cyprinodontidae"
"syyhytauti","cyprinodontoid"
"syyhyttää","cyprinoid"
"syyhytä","Cyprinoidea"
"syyhyä","cyprinoidean"
"syyksiluettava","Cyprinus"
"syyksiluettavuus","Cyprio"
"syylinki","Cypriot"
"syyllinen","Cypriote"
"syyllistyä","cypriotes"
"syyllistää","cypriots"
"syyllisyydentunne","cypripedin"
"syyllisyydentunto","Cypripedium"
"syyllisyydentuntoinen","Cypris"
"syyllisyys","Cypro"
"syylä","cyproheptadine"
"syyläjuuri","Cypro-Minoan"
"syylävirus","Cypro-phoenician"
"syyni","cyproterone"
"syyntakeeton","Cyprus"
"syyntakeettomuus","cypruses"
"syyntakeinen","cypsela"
"syyntakeisuus","cypselae"
"syynätä","Cypseli"
"syynäys","Cypselid"
"syypää","Cypselidae"
"syys","cypseliform"
"syysaamu","Cypseliformes"
"syysasteri","cypseline"
"syysaurinko","cypseloid"
"syyshalla","cypselomorph"
"syyshehku","Cypselomorphae"
"syysilma","cypselomorphic"
"syysistuntokausi","cypselous"
"syysistutus","Cypselus"
"syysjää","cyptozoic"
"syyskausi","Cipus"
"syyskesä","cir"
"syyskierros","cir."
"syyskuinen","Cyra"
"syyskukka","Cyrano"
"syyskuu","circ"
"syyskylmä","CIRCA"
"syyskylvö","circadian"
"syyskyntö","Circaea"
"syyslajike","Circaeaceae"
"syysleimu","Circaean"
"syysleimukukka","Circaetus"
"syyslukukausi","circar"
"syysmyrsky","Circassia"
"syysomena","Circassian"
"syyspimeä","Circassic"
"syyspäivä","Circe"
"syyspäiväntasaus","Circean"
"syysruis","Circensian"
"syyssade","circinal"
"syyssiivous","circinate"
"syyssilakka","circinately"
"syystalvi","circination"
"syysuhde","Circini"
"syysuhteinen","Circinus"
"syysvehnä","circiter"
"syysvilja","circle"
"syyte","circle-branching"
"syyteaineisto","circled"
"syyteharkinta","circle-in"
"syytekirjelmä","circle-out"
"syytellä","circler"
"syyteoikeus","circlers"
"syyteperuste","circles"
"syytetty","circle-shearing"
"syytevaatimus","circle-squaring"
"syytevalta","circlet"
"syytinki","circleting"
"syytinkivaari","circlets"
"syytteeseenpano","Circleville"
"syyttely","circlewise"
"syyttäjistö","circle-wise"
"syyttäjä","circline"
"syyttäjälaitos","circling"
"syyttäjäviranomainen","circling-in"
"syyttää","circling-out"
"syyttömyys","Circlorama"
"syyttömästi","circocele"
"syytää","Circosta"
"syytön","circovarian"
"syytös","circs"
"syytöstulva","circue"
"syödä","circuit"
"syöjä","circuitable"
"syöjäsolu","circuital"
"syöjätär","circuited"
"syöksy","circuiteer"
"syöksyhammas","circuiter"
"syöksyillä","circuity"
"syöksykaivo","circuities"
"syöksykierre","circuiting"
"syöksylaskija","circuition"
"syöksylasku","circuitman"
"syöksylaskurata","circuitmen"
"syöksypommittaja","circuitor"
"syöksypommitus","circuitous"
"syöksypommituskone","circuitously"
"syöksyputki","circuitousness"
"syöksysynnytys","circuitry"
"syöksytorvi","circuit-riding"
"syöksyvene","circuitries"
"syöksyä","circuits"
"syöksähdellä","circuit's"
"syöksähdys","circuituously"
"syöksähtää","circulable"
"syöminen","circulant"
"syömingit","circular"
"syömishäiriö","circular-cut"
"syömäase","circularisation"
"syömäkelpoinen","circularise"
"syömäkuvio","circularised"
"syömälakko","circulariser"
"syömälakkolainen","circularising"
"syömämies","circularism"
"syömäpuikko","circularity"
"syömäri","circularities"
"syömättömyys","circularization"
"syömätön","circularizations"
"syönnillä","circularize"
"syönnillään","circularized"
"syönnös","circularizer"
"syönnösvahinko","circularizers"
"syönti","circularizes"
"syöntiaika","circularizing"
"syöntikelpoinen","circular-knit"
"syöppö","circularly"
"syöppöys","circularness"
"syöpymiskestävyys","circulars"
"syöpymä","circularwise"
"syöpymättömyys","circulatable"
"syöpymätön","circulate"
"syöpyä","circulated"
"syöpä","circulates"
"syöpägeeni","circulating"
"syöpäinen","circulation"
"syöpäkasvain","circulations"
"syöpäkudos","circulative"
"syöpäkuolleisuus","circulator"
"syöpälapsi","circulatory"
"syöpäläinen","circulatories"
"syöpälääke","circulators"
"syöpäpotilas","circule"
"syöpäsairaus","circulet"
"syöpäsolu","circuli"
"syöpäsolukko","circulin"
"syöpätauti","circulus"
"syöpätutkimus","circum"
"syöpävaara","circum-"
"syöpävirus","circumaction"
"syöpötellä","circumadjacent"
"syöpöttely","circumagitate"
"syöstä","circumagitation"
"syöstävä","circumambages"
"syötellä","circumambagious"
"syötin","circumambience"
"syötittää","circumambiency"
"syötitys","circumambiencies"
"syötti","circumambient"
"syöttikala","circumambiently"
"syöttikoukku","circumambulate"
"syöttipyydys","circumambulated"
"syöttirokotus","circumambulates"
"syöttäjä","circumambulating"
"syöttää","circumambulation"
"syöttö","circumambulations"
"syöttöbussi","circumambulator"
"syöttöhanhi","circumambulatory"
"syöttöjohto","circumanal"
"syöttökananpoika","circumantarctic"
"syöttökoneisto","circumarctic"
"syöttölaite","Circum-arean"
"syöttölautanen","circumarticular"
"syöttöliikenne","circumaviate"
"syöttölinja","circumaviation"
"syöttöpallo","circumaviator"
"syöttöpeli","circumaxial"
"syöttöpiste","circumaxile"
"syöttöporsas","circumaxillary"
"syöttöpumppu","circumbasal"
"syöttöraja","circumbendibus"
"syöttöruutu","circumbendibuses"
"syöttötieto","circumboreal"
"syöttötuoli","circumbuccal"
"syöttövasikka","circumbulbar"
"syöttövirhe","circumcallosal"
"syöttövuoro","Circumcellion"
"syötävä","circumcenter"
"syötönpalautus","circumcentral"
"syötönvaihto","circumcinct"
"syötönvalvoja","circumcincture"
"syöveri","circumcircle"
"syövyte","circumcise"
"syövyttää","circumcised"
"syövytys","circumciser"
"syövytyskuva","circumcises"
"syöväntutkimus","circumcising"
"sä","circumcision"
"säde","circumcisions"
"sädeannos","circumcission"
"sädease","Circum-cytherean"
"sädehoito","circumclude"
"sädehtiä","circumclusion"
"sädejalkainen","circumcolumnar"
"sädekaisla","circumcone"
"sädekehä","circumconic"
"sädekukka","circumcorneal"
"sädelatva","circumcrescence"
"sädelihas","circumcrescent"
"sädeloma","circumdate"
"sädepistooli","circumdenudation"
"sädesieni","circumdiction"
"sädesienitauti","circumduce"
"sädetin","circumducing"
"sädettää","circumduct"
"sädetys","circumducted"
"sädevamma","circumduction"
"säe","circumesophagal"
"säen","circumesophageal"
"säestys","circumfer"
"säestyssoitin","circumference"
"säestäjä","circumferences"
"säestää","circumferent"
"sähellys","circumferential"
"säheltää","circumferentially"
"sähikäinen","circumferentor"
"sähinkäinen","circumflant"
"sähinä","circumflect"
"sähistä","circumflex"
"sähke","circumflexes"
"sähkeitse","circumflexion"
"sähkeosoite","circumfluence"
"sähketyyli","circumfluent"
"sähkeuutiset","circumfluous"
"sähkö","circumforaneous"
"sähköaita","circumfulgent"
"sähköajanotto","circumfuse"
"sähköakustiikka","circumfused"
"sähköala","circumfusile"
"sähköankerias","circumfusing"
"sähköasennus","circumfusion"
"sähköasentaja","circumgenital"
"sähköauto","circumgestation"
"sähköbasso","circumgyrate"
"sähködynaaminen","circumgyration"
"sähködynamiikka","circumgyratory"
"sähköelin","circumhorizontal"
"sähköenergia","circumincession"
"sähköenergiatalous","circuminsession"
"sähköeriste","circuminsular"
"sähköeristin","circumintestinal"
"sähköeristys","circumitineration"
"sähköfortuna","circumjacence"
"sähkögeneraattori","circumjacency"
"sähkögrilli","circumjacencies"
"sähköhammasharja","circumjacent"
"sähköhitsaus","circumjovial"
"sähköhoito","Circum-jovial"
"sähköilmiö","circumlental"
"sähköinen","circumlitio"
"sähköinsinööri","circumlittoral"
"sähköisesti","circumlocute"
"sähköisku","circumlocution"
"sähköistys","circumlocutional"
"sähköistysurakka","circumlocutionary"
"sähköistyä","circumlocutionist"
"sähköistää","circumlocutions"
"sähköjohde","circumlocution's"
"sähköjohdin","circumlocutory"
"sähköjohto","circumlunar"
"sähköjuna","Circum-mercurial"
"sähköjännite","circummeridian"
"sähkökaapeli","circum-meridian"
"sähkökaappi","circummeridional"
"sähkökatko","circummigrate"
"sähkökatkos","circummigration"
"sähkökeitin","circummundane"
"sähkökello","circummure"
