"Malayalam","English"
"പ്രോസിക്യൂഷൻ","acetylative"
"പ്ലസ്","acetylator"
"പ്ലാന്റ്","acetylbenzene"
"പ്ലാറ്റ്ഫോം","acetylbenzoate"
"പ്ലാസ്റ്റിക്","acetylbenzoic"
"പ്ലെയിൻ","acetylbiuret"
"പ്ലേസ്മെന്റ്","acetylcarbazole"
"ഫക്കിംഗ്","acetylcellulose"
"ഫണ്ട്","acetylcholine"
"ഫയൽ","acetylcholinesterase"
"ഫർണിച്ചറുകൾ","acetylcholinic"
"ഫലം","acetylcyanide"
"ഫലത്തിൽ","acetylenation"
"ഫലപ്രദമായ","acetylene"
"ഫലപ്രദമായി","acetylenediurein"
"ഫലപ്രാപ്തി","acetylenes"
"ഫലമായി","acetylenic"
"ഫാം","acetylenyl"
"ഫാക്കൽറ്റി","acetylenogen"
"ഫാക്ടറി","acetylfluoride"
"ഫാൻ","acetylglycin"
"ഫാൻസി","acetylglycine"
"ഫാന്റസി","acetylhydrazine"
"ഫാഷൻ","acetylic"
"ഫിക്ഷൻ","acetylid"
"ഫിൽട്ടർ","acetylide"
"ഫീസ്","acetyliodide"
"ഫുട്ബോൾ","acetylizable"
"ഫെഡറൽ","acetylization"
"ഫെബ്രുവരി","acetylize"
"ഫൈനൽ","acetylized"
"ഫോട്ടോ","acetylizer"
"ഫോട്ടോഗ്രാഫർ","acetylizing"
"ഫോട്ടോഗ്രാഫി","acetylmethylcarbinol"
"ഫോൺ","acetylperoxide"
"ഫോർമാറ്റ്","acetylphenylhydrazine"
"ഫോർമുല","acetylphenol"
"ഫോറം","acetylrosaniline"
"ഫോസിൽ","acetyls"
"ഫ്രഞ്ച്","acetylsalicylate"
"ഫ്രാഞ്ചൈസി","acetylsalicylic"
"ഫ്രീക്ക്","acetylsalol"
"ഫ്രെയിം","acetyltannin"
"ഫ്ലാറ്റ്","acetylthymol"
"ഫ്ലാഷ്","acetyltropeine"
"ഫ്ലിപ്പ്","acetylurea"
"ഫ്ലോട്ട്","acetimeter"
"ബൗദ്ധിക","acetimetry"
"ബക്കറ്റ്","acetimetric"
"ബഗ്","acetin"
"ബജറ്റ്","acetine"
"ബട്ടൺ","acetins"
"ബദൽ","acetite"
"ബന്ദി","acetize"
"ബന്ധം","acetla"
"ബന്ധപ്പെടുക","acetmethylanilide"
"ബന്ധപ്പെടുത്തുക","acetnaphthalide"
"ബന്ധപ്പെട്ട","aceto-"
"ബന്ധപ്പെട്ടിരിക്കുന്നു","acetoacetanilide"
"ബന്ധിക്കുക","acetoacetate"
"ബന്ധിപ്പിക്കുക","acetoacetic"
"ബന്ധു","acetoamidophenol"
"ബർഗർ","acetoarsenite"
"ബലഹീനത","Acetobacter"
"ബലാത്സംഗം","acetobenzoic"
"ബലൂണ്","acetobromanilide"
"ബസ്","acetochloral"
"ബഹുദൂരം","acetocinnamene"
"ബഹുമാനം","acetoin"
"ബാംഗ്","acetol"
"ബാക്കപ്പ്","acetolysis"
"ബാക്ടീരിയ","acetolytic"
"ബാഗ്","acetometer"
"ബാങ്കർ","acetometry"
"ബാങ്കിംഗ്","acetometric"
"ബാങ്ക്","acetometrical"
"ബാധിക്കുക","acetometrically"
"ബാധ്യത","acetomorphin"
"ബാൻഡ്","acetomorphine"
"ബാരൽ","acetonaemia"
"ബാർ","acetonaemic"
"ബാറ്ററി","acetonaphthone"
"ബാലൻസ്","acetonate"
"ബാലറ്റ്","acetonation"
"ബാസ്ക്കറ്റ്ബോൾ","acetone"
"ബാഹ്യമായ","acetonemia"
"ബിയർ","acetonemic"
"ബിരുദം","acetones"
"ബിരുദധാരി","acetonic"
"ബിറ്റ്","acetonyl"
"ബിൽ","acetonylacetone"
"ബില്യൺ","acetonylidene"
"ബിഷപ്പ്","acetonitrile"
"ബിസിനസ്സ്","acetonization"
"ബീം","acetonize"
"ബീച്ച്","acetonuria"
"ബീൻസ്","acetonurometer"
"ബീഫ്","acetophenetide"
"ബുദ്ധി","acetophenetidin"
"ബുദ്ധിമുട്ടുള്ള","acetophenetidine"
"ബുദ്ധിമുട്ട്","acetophenin"
"ബുദ്ധിയുള്ള","acetophenine"
"ബുധനാഴ്ച","acetophenone"
"ബുൾഷിറ്റ്","acetopiperone"
"ബുള്ളറ്റ്","acetopyrin"
"ബൂട്ട്","acetopyrine"
"ബൂത്ത്","acetosalicylic"
"ബൂസ്റ്റ്","acetose"
"ബെഞ്ച്","acetosity"
"ബെൽറ്റ്","acetosoluble"
"ബേസ്ബോൾ","acetostearin"
"ബോണ്ട്","acetothienone"
"ബോധം","acetotoluid"
"ബോധിപ്പിക്കുന്ന","acetotoluide"
"ബൈ","acetotoluidine"
"ബൈക്ക്","acetous"
"ബൈബിൾ","acetoveratrone"
"ബോംബിംഗ്","acetoxyl"
"ബോംബ്","acetoxyls"
"ബോട്ട്","acetoxim"
"ബോണസ്","acetoxime"
"ബോധമുള്ള","acetoxyphthalide"
"ബോധ്യം","acetphenetid"
"ബോധ്യപ്പെടുത്തി","acetphenetidin"
"ബോധ്യപ്പെടുത്തുക","acetract"
"ബോർഡ്","acettoluide"
"ബ്യൂറോ","acetum"
"ബ്രൗസർ","aceturic"
"ബ്രഷ്","ACF"
"ബ്രാൻഡ്","ACGI"
"ബ്രിട്ടീഷ്","ac-globulin"
"ബ്രേക്ക്","ACH"
"ബ്ലേഡ്","Achab"
"ബ്ലോഗ്","Achad"
"ഭൗതികശാസ്ത്രം","Achaea"
"ഭംഗിയുള്ള","Achaean"
"ഭക്ഷണം","Achaemenes"
"ഭക്ഷണക്രമം","Achaemenian"
"ഭക്ഷണശാല","Achaemenid"
"ഭയം","Achaemenidae"
"ഭയങ്കരം","Achaemenides"
"ഭയങ്കരതം","Achaemenidian"
"ഭയപ്പെടുത്തുക","Achaemenids"
"ഭയപ്പെട്ടു","achaenocarp"
"ഭയാനകമായ","Achaenodon"
"ഭരണം","Achaeta"
"ഭരണകൂടം","achaetous"
"ഭരണഘടന","Achaeus"
"ഭരണഘടനാപരമായ","achafe"
"ഭരണപരമായ","achage"
"ഭരണി","Achagua"
"ഭരിക്കുന്നത്","Achaia"
"ഭരിക്കുന്നു","Achaian"
"ഭർത്താവ്","Achakzai"
"ഭവനരഹിതർ","achalasia"
"ഭാഗം","Achamoth"
"ഭാഗികമായ","Achan"
"ഭാഗികമായി","Achango"
"ഭാഗ്യം","achape"
"ഭാഗ്യവശാൽ","achaque"
"ഭാഗ്യവാൻ","achar"
"ഭാരം","acharya"
"ഭാര്യ","Achariaceae"
"ഭാവന","Achariaceous"
"ഭാവാര്ത്ഥം","acharne"
"ഭാവി","acharnement"
"ഭാവിയുളള","Acharnians"
"ഭാഷ","achate"
"ഭീകരത","Achates"
"ഭീതിദമാണ്","Achatina"
"ഭീമൻ","Achatinella"
"ഭീഷണി","Achatinidae"
"ഭീഷണിപ്പെടുത്തുന്നു","achatour"
"ഭൂകമ്പം","Achaz"
"ഭൂഖണ്ഡം","ache"
"ഭൂതം","acheat"
"ഭൂപടം","achech"
"ഭൂപ്രകൃതി","acheck"
"ഭൂമി","ached"
"ഭൂരിപക്ഷം","acheer"
"ഭൂരിഭാഗം","ACHEFT"
"ഭേദഗതി","acheilary"
"ഭ്രമം","acheilia"
"ഭ്രമണപഥം","acheilous"
"ഭ്രാന്തൻ","acheiria"
"മൗണ്ട്","acheirous"
"മൗസ്","acheirus"
"മകൻ","Achelous"
"മകൾ","Achen"
"മങ്ങുന്നു","achene"
"മഞ്ഞ","achenes"
"മഞ്ഞ്","achenia"
"മടക്കാത്ത","achenial"
"മടക്കുക","achenium"
"മടങ്ങുക","achenocarp"
"മടിക്കുക","achenodia"
"മടിത്തട്ട്","achenodium"
"മടിയൻ","acher"
"മണം","Acherman"
"മണല്","Achernar"
"മണി","Acheron"
"മണിക്കൂർ","Acheronian"
"മണ്ടത്തരം","Acherontic"
"മണ്ടൻ","Acherontical"
"മണ്ണ്","aches"
"മതം","Acheson"
"മതപരമായ","achesoun"
"മതി","achete"
"മതിപ്പുളവാക്കുക","Achetidae"
"മതിപ്പ്","Acheulean"
"മതിയായ","Acheulian"
"മതിൽ","acheweed"
"മതേതര","achy"
"മത്സരം","achier"
"മത്സരബുദ്ധിയുള്ള","achiest"
"മത്സരിക്കുക","achievability"
"മത്സ്യം","achievable"
"മത്സ്യബന്ധനം","achieve"
"മദ്യം","achieved"
"മദ്യപിച്ചു","achievement"
"മധുരം","achievements"
"മധുരപലഹാരം","achievement's"
"മധ്യഭാഗം","achiever"
"മനഃപൂർവം","achievers"
"മനഃശാസ്ത്രം","achieves"
"മനശാസ്ത്രജ്ഞൻ","achieving"
"മനസ്സാക്ഷി","ach-y-fi"
"മനസ്സിലാക്കുക","achigan"
"മനസ്സ്","achilary"
"മനുഷ്യത്വം","achylia"
"മനുഷ്യൻ","Achill"
"മനോഭാവം","Achille"
"മനോഹരം","Achillea"
"മനോഹരമായ","Achillean"
"മന്ത്രവാദിനി","achilleas"
"മന്ത്രി","Achilleid"
"മന്ത്രിക്കുക","achillein"
"മന്ത്രിസഭ","achilleine"
"മമ്മി","Achilles"
"മയക്കുമരുന്ന്","Achillize"
"മരം","achillobursitis"
"മരണം","achillodynia"
"മരണനിരക്ക്","achilous"
"മരത്തൂണ്","achylous"
"മരവിച്ചു","Achimaas"
"മരവിപ്പിക്കുക","achime"
"മരിക്കുന്നു","Achimelech"
"മരിച്ചു","Achimenes"
"മരിജുവാന","achymia"
"മരുന്ന്","achymous"
"മരുഭൂമി","Achinese"
"മര്യാദ","achiness"
"മറക്കരുത്","achinesses"
"മറഞ്ഞിരിക്കുന്നു","aching"
"മറയ്ക്കുക","achingly"
"മറികടക്കുക","achiote"
"മറിച്ച്","achiotes"
"മറുപടി","achira"
"മറ്റുള്ളവ","Achyranthes"
"മറ്റെവിടെയെങ്കിലും","achirite"
"മറ്റൊന്ന്","Achyrodes"
"മലയോര","Achish"
"മഴ","Achitophel"
"മഹത്വം","achkan"
"മാംസം","achlamydate"
"മാംസപേശി","Achlamydeae"
"മാഡം","achlamydeous"
"മാതാപിതാക്കളുടെ","achlorhydria"
"മാതൃക","achlorhydric"
"മാതൃഭൂമി","achlorophyllous"
"മാത്രം","achloropsia"
"മാധ്യമങ്ങൾ","achluophobia"
"മാൻ","Achmed"
"മാനം","Achmetha"
"മാനദണ്ഡം","achoke"
"മാനസിക","acholia"
"മാനസികമായി","acholias"
"മാനസികാവസ്ഥ","acholic"
"മാനേജർ","Acholoe"
"മാനേജ്മെന്റ്","acholous"
"മാന്ത്രികമായ","acholuria"
"മാന്ദ്യം","acholuric"
"മാന്യൻ","Achomawi"
"മാന്യമായ","achondrite"
"മാരകമായ","achondritic"
"മാർക്കർ","achondroplasia"
"മാർക്കറ്റിംഗ്","achondroplastic"
"മാർഗദർശനം","achoo"
"മാർഗരേഖ","achor"
"മാർച്ച്","achordal"
"മാർജിൻ","Achordata"
"മാറ്റം","achordate"
"മാറ്റിവെക്കുക","Achorion"
"മാറ്റിസ്ഥാപിക്കുക","Achorn"
"മാറ്റുക","Achras"
"മാറ്റുന്നതിൽ","achree"
"മാലാഖ","achroacyte"
"മാലിന്യം","Achroanthes"
"മാൾ","achrodextrin"
"മാവ്","achrodextrinase"
"മാസം","achroglobin"
"മാസിക","achroiocythaemia"
"മാസ്റ്റർ","achroiocythemia"
"മി.മീ","achroite"
"മികച്ചത്","achroma"
"മിക്സഡ്","achromacyte"
"മിച്ചം","achromasia"
"മിടുക്കൻ","achromat"
"മിഠായി","achromat-"
"മിതത്വം","achromate"
"മിനിറ്റ്","Achromatiaceae"
"മിനുസമാർന്ന","achromatic"
"മിന്നൽ","achromatically"
"മിൽ","achromaticity"
"മിശ്രിതം","achromatin"
"മിസൈൽ","achromatinic"
"മീറ്റർ","achromatisation"
"മുകളിൽ","achromatise"
"മുകളിലെ","achromatised"
"മുകളിലേക്ക്","achromatising"
"മുഖം","achromatism"
"മുഖംമൂടി","Achromatium"
"മുഖ്യധാര","achromatizable"
"മുങ്ങുക","achromatization"
"മുടി","achromatize"
"മുട്ട","achromatized"
"മുട്ടുക","achromatizing"
"മുട്ടുകുത്തി","achromatocyte"
"മുതലാളി","achromatolysis"
"മുതലാളിത്തം","achromatope"
"മുതലുള്ള","achromatophil"
"മുതിർന്ന","achromatophile"
"മുതിർന്നവർ","achromatophilia"
"മുത്തച്ഛൻ","achromatophilic"
"മുത്തശ്ശി","achromatopia"
"മുദ്ര","achromatopsy"
"മുൻ","achromatopsia"
"മുൻഗണന","achromatosis"
"മുന്നറിയിപ്പ്","achromatous"
"മുന്നിൽ","achromats"
"മുന്നേറി","achromaturia"
"മുന്നേറുക","achromia"
"മുന്നോട്ട്","achromic"
"മുപ്പത്","Achromycin"
"മുമ്പത്തെ","Achromobacter"
"മുമ്പ്","Achromobacterieae"
"മുയൽ","achromoderma"
"മുറി","achromophilous"
"മുറിവേൽപ്പിക്കുക","achromotrichia"
"മുറിവ്","achromous"
"മുറ്റം","achronical"
"മുലകുടിക്കുക","achronychous"
"മുലപ്പാൽ","achronism"
"മുൾപടർപ്പു","achroo-"
"മുളകും","achroodextrin"
"മുഴുവൻ","achroodextrinase"
"മുഷ്ടി","achroous"
"മുസ്ലീം","achropsia"
"മൂക്ക്","Achsah"
"മൂത്ത","achtehalber"
"മൂന്നാമത്തേത്","achtel"
"മൂന്ന്","achtelthaler"
"മൂർച്ചയുള്ള","achter"
"മൂല","achterveld"
"മൂലധനം","Achuas"
"മൂല്യം","achuete"
"മൂല്യനിർണ്ണയം","acy"
"മൂല്യമുള്ള","acyanoblepsia"
"മൃഗം","acyanopsia"
"മൃഗീയമായ","acichlorid"
"മൃദുവായ","acichloride"
"മൃദുവായി","acyclic"
"മെക്കാനിക്കൽ","acyclically"
"മെക്കാനിക്ക്","acicula"
"മെക്കാനിസം","aciculae"
"മെക്സിക്കൻ","acicular"
"മെച്ചപ്പെടുത്തൽ","acicularity"
"മെച്ചപ്പെടുത്തുക","acicularly"
"മെച്ചപ്പെട്ട","aciculas"
"മെച്ചപ്പെട്ടു","aciculate"
"മെഡൽ","aciculated"
"മെഡിക്കൽ","aciculum"
"മെനു","aciculums"
"മെയിൽ","acid"
"മെയ്","acidaemia"
"മെറ്റീരിയൽ","Acidalium"
"മെലിഞ്ഞ","Acidanthera"
"മെഴുകുതിരി","Acidaspis"
"മേഖല","acid-binding"
"മേഘം","acidemia"
"മേയർ","acidemias"
"മേൽ","acider"
"മേൽക്കൂര","acid-fast"
"മേശ","acid-fastness"
"മൊത്തത്തിൽ","acid-forming"
"മൊത്തത്തിലുള്ള","acidhead"
"മൊബൈൽ","acid-head"
"മോട്ടോർ","acidheads"
"മോഡ്","acidy"
"മോതിരം","acidic"
"മോശം","acidiferous"
"മോശമായ","acidify"
"മോശമായി","acidifiable"
"മോഷണം","acidifiant"
"മോഷ്ടിക്കുക","acidific"
"മ്യൂസിയം","acidification"
"യജമാനൻ","acidified"
"യഥാക്രമം","acidifier"
"യഥാർത്ഥത്തിൽ","acidifiers"
"യഥാർത്ഥമായ","acidifies"
"യന്ത്രം","acidifying"
"യാചിക്കുക","acidyl"
"യാത്ര","acidimeter"
"യാത്രക്കാരൻ","acidimetry"
"യാത്രയെ","acidimetric"
"യാഥാർത്ഥ്യം","acidimetrical"
"യാഥാസ്ഥിതിക","acidimetrically"
"യുക്തി","acidite"
"യുക്തിസഹമായ","acidity"
"യുഗം","acidities"
"യുടെ","acidize"
"യുദ്ധം","acidized"
"യുവത്വം","acidizing"
"യൂട്ടിലിറ്റി","acidly"
"യൂണിയൻ","acidness"
"യൂണിറ്റ്","acidnesses"
"യൂണിവേഴ്സിറ്റി","acidogenic"
"യൂറോപ്യൻ","acidoid"
"യോഗം","acidolysis"
"യോഗ്യത","acidology"
"യോഗ്യൻ","acidometer"
"യോജിപ്പിക്കുക","acidometry"
"യോദ്ധാവ്","acidophil"
"രംഗം","acidophile"
"രക്തം","acidophilic"
"രക്തരൂക്ഷിതമായ","acidophilous"
"രക്തസ്രാവം","acidophilus"
"രക്ഷാപ്രവർത്തനം","acidoproteolytic"
"രക്ഷിക്കും","acidoses"
"രക്ഷിതാവ്","acidosis"
"രചന","acidosteophyte"
"രചയിതാവ്","acidotic"
"രചിക്കുക","acidproof"
"രജിസ്ട്രേഷൻ","acids"
"രണ്ടാമത്തേത്","acid-treat"
"രണ്ടും","acidulant"
"രണ്ടുതവണ","acidulate"
"രണ്ട്","acidulated"
"രസം","acidulates"
"രസകരം","acidulating"
"രസകരമായ","acidulation"
"രസതന്ത്രം","acidulent"
"രഹസ്യം","acidulous"
"രാക്ഷസൻ","acidulously"
"രാജകീയമായ","acidulousness"
"രാജകുമാരൻ","aciduria"
"രാജകുമാരി","acidurias"
"രാജാവ്","aciduric"
"രാജിവെക്കുക","Acie"
"രാജ്ഞി","acier"
"രാജ്യം","acierage"
"രാത്രി","Acieral"
"രാവിലെ","acierate"
"രാഷ്ട്രം","acierated"
"രാഷ്ട്രീയ","acierates"
"രാഷ്ട്രീയം","acierating"
"രാഷ്ട്രീയക്കാരൻ","acieration"
"രാഷ്ട്രീയമായി","acies"
"രാസവസ്തു","acyesis"
"രീതി","acyetic"
"രുചി","aciform"
"രുചികരമായ","acyl"
"രൂപ","acylal"
"രൂപം","acylamido"
"രൂപരേഖ","acylamidobenzene"
"രൂപാന്തരം","acylamino"
"രൂപാന്തരപ്പെടുത്തുക","acylase"
"രൂപീകരണം","acylate"
"രൂപീകരിക്കുക","acylated"
"രോഗം","acylates"
"രോഗശമനം","acylating"
"രോഗനിർണയം","acylation"
"രോഗപ്രതിരോധം","aciliate"
"റഡാർ","aciliated"
"റദ്ദാക്കുക","Acilius"
"റഫറൻസ്","acylogen"
"റഷ്യൻ","acyloin"
"റാക്ക്","acyloins"
"റാങ്കിങ്","acyloxy"
"റാങ്ക്","acyloxymethane"
"റാഞ്ച്","acyls"
"റാലി","Acima"
"റിപ്പബ്ലിക്കൻ","acinaceous"
"റിപ്പോർട്ട്","acinaces"
"റിമോട്ട്","acinacifoliate"
"റിയലിസ്റ്റിക്","acinacifolious"
"റിസീവർ","acinaciform"
"റിസോർട്ട്","acinacious"
"റീട്ടെയിൽ","acinacity"
"റൂട്ട്","acinar"
"റെക്കോർഡിംഗ്","acinary"
"റെക്കോർഡ്","acinarious"
"റെഗുലേറ്ററി","Acineta"
"റെയിൽ","Acinetae"
"റെയിൽവേ","acinetan"
"റേഡിയോ","Acinetaria"
"റേറ്റിംഗ്","acinetarian"
"റൈഡർ","acinetic"
"റൈഫിൾ","acinetiform"
"റൊമാന്റിക്","Acinetina"
"റോക്കറ്റ്","acinetinan"
"റോഡ്","acing"
"റോബോട്ട്","acini"
"റോമൻ","acinic"
"ലംഘനം","aciniform"
"ലംഘിക്കുക","acinose"
"ലക്ഷണം","acinotubular"
"ലക്ഷ്യം","acinous"
"ലക്ഷ്യസ്ഥാനം","acinuni"
"ലഘുവായി","acinus"
"ലജ്ജയുള്ള","acious"
"ലജ്ജിച്ചു","Acipenser"
"ലബോറട്ടറി","Acipenseres"
"ലഭിക്കും","acipenserid"
"ലഭ്യത","Acipenseridae"
"ലഭ്യമാണ്","acipenserine"
"ലളിതമായ","acipenseroid"
"ലളിതമായി","Acipenseroidei"
"ലാൻഡിംഗ്","acyrology"
"ലാപ്ടോപ്പ്","acyrological"
"ലാബ്","Acis"
"ലാഭം","acystia"
"ലാഭേച്ഛയില്ലാത്തത്","acitate"
"ലാറ്റിൻ","acity"
"ലിംഗഭേദം","aciurgy"
"ലിങ്ക്","ACK"
"ലിഫ്റ്റ്","ack-ack"
"ലിബറൽ","ackee"
"ലീഗ്","ackees"
"ലൂപ്പ്","ackey"
"ലെന്സ്","ackeys"
"ലെഫ്റ്റനന്റ്","Acker"
"ലേക്ക്","Ackerley"
"ലേഖകൻ","Ackerly"
"ലേഖകന്","Ackerman"
"ലേഖനം","Ackermanville"
"ലേബൽ","Ackley"
"ലേസർ","Ackler"
"ലോകം","ackman"
"ലൈംഗികത","ackmen"
"ലൈംഗികമായി","acknew"
"ലൈൻ","acknow"
"ലൈസൻസ്","acknowing"
"ലോകമെമ്പാടും","acknowledge"
"ലോക്കർ","acknowledgeable"
"ലോഗ്","acknowledged"
"ലോജിക്കൽ","acknowledgedly"
"ലോഡ്","acknowledgement"
"ലോബി","acknowledgements"
"ലോഹം","acknowledger"
"വൗ","acknowledgers"
"വംശം","acknowledges"
"വംശീയ","acknowledging"
"വംശീയത","acknowledgment"
"വകുപ്പ്","acknowledgments"
"വക്താവ്","acknowledgment's"
"വജ്രം","acknown"
"വഞ്ചന","ack-pirate"
"വടക്കൻ","ackton"
"വടക്കുകിഴക്ക്","Ackworth"
"വടക്ക്","ACL"
"വടി","aclastic"
"വണ്ടി","acle"
"വധശിക്ഷ","acleidian"
"വധു","acleistocardia"
"വൻ","acleistous"
"വനം","Aclemon"
"വന്ദനം","aclydes"
"വന്യജീവി","aclidian"
"വന്യമായ","aclinal"
"വമ്പിച്ച","aclinic"
"വയർ","aclys"
"വയറ്","a-clock"
"വയൽ","acloud"
"വയസ്സ്","ACLS"
"വരണ്ട","ACLU"
"വരമ്പ്","ACM"
"വരയ്ക്കുക","Acmaea"
"വരവ്","Acmaeidae"
"വരാനിരിക്കുന്ന","acmaesthesia"
"വരി","acmatic"
"വരികൾ","acme"
"വരുന്നു","acmes"
"വരുമാനം","acmesthesia"
"വരുവോളം","acmic"
"വരൂ","Acmispon"
"വരെ","acmite"
"വരേണ്യവർഗം","Acmon"
"വര്ഗീയവാദി","acne"
"വർക്കൗട്ട്","acned"
"വർത്തമാന","acneform"
"വർദ്ധിച്ചു","acneiform"
"വർദ്ധിച്ചുവരുന്ന","acnemia"
"വർദ്ധിപ്പിക്കുക","acnes"
"വർധിപ്പിക്കുക","Acnida"
"വർഷം","acnodal"
"വല","acnode"
"വലിക്കുക","acnodes"
"വലിച്ചിടുക","ACO"
"വലിപ്പം","acoasm"
"വലിയ","acoasma"
"വലിയതോതിൽ","a-coast"
"വല്ലപ്പോഴും","Acocanthera"
"വളച്ചൊടിക്കുക","acocantherin"
"വളയുക","acock"
"വളരുക","acockbill"
"വളരുന്നു","a-cock-bill"
"വളരെ","a-cock-horse"
"വളർച്ച","acocotl"
"വളർത്തുക","Acoela"
"വളർത്തുമൃഗം","Acoelomata"
"വളവ്","acoelomate"
"വഴക്കം","acoelomatous"
"വഴങ്ങുന്ന","Acoelomi"
"വഴി","acoelomous"
"വഴികാട്ടി","acoelous"
"വഴിപാട്","Acoemetae"
"വവ്വാൽ","Acoemeti"
"വശം","Acoemetic"
"വസ്തു","acoenaesthesia"
"വസ്തുത","ACOF"
"വസ്തുനിഷ്ഠമായ","acoin"
"വസ്ത്രം","acoine"
"വസ്ത്രങ്ങൾ","Acol"
"വസ്ത്രധാരണം","Acolapissa"
"വാക്കാലുള്ള","acold"
"വാക്ക്","Acolhua"
"വാക്യം","Acolhuan"
"വാക്സിൻ","acolyctine"
"വാഗ്ദാനം","acolyte"
"വാങ്ങൽ","acolytes"
"വാങ്ങാൻ","acolyth"
"വാങ്ങുന്നയാൾ","acolythate"
"വാചകം","acolytus"
"വാചാടോപം","acology"
"വാടക","acologic"
"വാടകവണ്ടി","acolous"
"വാണിജ്യ","acoluthic"
"വാണിജ്യം","Acoma"
"വാതകം","acomia"
"വാതിൽ","acomous"
"വാദം","a-compass"
"വാദിക്കുക","aconative"
"വാദിക്കുന്നു","Aconcagua"
"വാൻ","acondylose"
"വാമ്പയർ","acondylous"
"വായ","acone"
"വായന","aconelline"
"വായനക്കാരൻ","aconic"
"വായിച്ചു","aconin"
"വായു","aconine"
"വായ്പ","aconital"
"വാരാന്ത്യം","aconite"
"വാർത്ത","aconites"
"വാർഷിക","aconitia"
"വാർഷികം","aconitic"
"വാറണ്ട്","aconitin"
"വാൽ","aconitine"
"വാൾ","Aconitum"
"വാഴപ്പഴം","aconitums"
"വാസയോഗ്യമായ","acontia"
"വാസ്തുവിദ്യ","Acontias"
"വാഹകൻ","acontium"
"വാഹനം","Acontius"
"വികലത","aconuresis"
"വികലാംഗൻ","acool"
"വികസനം","acop"
"വികസനപരം","acopic"
"വികസിപ്പിക്കുക","acopyrin"
"വികസിപ്പിക്കുന്നു","acopyrine"
"വികാരം","acopon"
"വികാരപരമായ","acor"
"വികാരാധീനമായ","acorea"
"വികാസം","acoria"
"വികിരണം","acorn"
"വിക്ഷേപണം","acorned"
"വിചാരണ","acorns"
"വിചിത്രമായ","acorn's"
"വിചിത്രമായ","acorn-shell"
"വിജയം","Acorus"
"വിജയകരമായി","acosmic"
"വിജയി","acosmism"
"വിജയിക്കുക","acosmist"
"വിജയിച്ചു","acosmistic"
"വിട","acost"
"വിടവ്","Acosta"
"വിട്ടുമാറാത്ത","acotyledon"
"വിട്ടുവീഴ്ച","acotyledonous"
"വിട്ടേക്കുക","acouasm"
"വിഡ്ഢി","acouchi"
"വിതരണ","acouchy"
"വിതരണം","acoumeter"
"വിത്ത്","acoumetry"
"വിദഗ്ധൻ","acounter"
"വിദേശത്ത്","acouometer"
"വിദേശി","acouophonia"
"വിദ്യാഭ്യാസം","acoup"
"വിദ്യാഭ്യാസപരമായ","acoupa"
"വിദ്യാർത്ഥി","acoupe"
"വിധത്തിൽ","acousma"
"വിധി","acousmas"
"വിധേയമാവുക","acousmata"
"വിനോദം","acousmatic"
"വിന്യസിക്കുക","acoustic"
"വിപണി","acoustical"
"വിപരീതം","acoustically"
"വിപുലമായ","acoustician"
"വിപുലീകരണം","acoustico-"
"വിപ്ലവം","acousticolateral"
"വിപ്ലവകാരി","Acousticon"
"വിഭവം","acousticophobia"
"വിഭാഗം","acoustics"
"വിമത","acoustoelectric"
"വിമർശകൻ","ACP"
"വിമർശനം","acpt"
"വിമർശനാത്മകം","acpt."
"വിമർശിക്കുക","Acquah"
"വിമാനം","acquaint"
"വിമാനത്താവളം","acquaintance"
"വിമുക്തഭടൻ","acquaintances"
"വിമുഖത","acquaintance's"
"വിയർപ്പ്","acquaintanceship"
"വിയോജിക്കുന്നു","acquaintanceships"
"വിരമിക്കൽ","acquaintancy"
"വിരമിക്കുക","acquaintant"
"വിരമിച്ചു","acquainted"
"വിരല്","acquaintedness"
"വിരസത","acquainting"
"വിരുതുള്ള","acquaints"
"വിരോധാഭാസം","Acquaviva"
"വിറ്റാമിൻ","acquent"
"വിൽക്കുക","acquereur"
"വിൽപ്പന","acquest"
"വില","acquests"
"വിലകുറഞ്ഞ","acquiesce"
"വിലക്കുക","acquiesced"
"വിലപ്പെട്ട","acquiescement"
"വിലയിരുത്തൽ","acquiescence"
"വിലയിരുത്തുക","acquiescences"
"വിലയേറിയ","acquiescency"
"വിലാസം","acquiescent"
"വില്ല്","acquiescently"
"വിള","acquiescer"
"വിളക്ക്","acquiesces"
"വിളറിയ","acquiescing"
"വിളി","acquiescingly"
"വിളിക്കപ്പെടുന്ന","acquiesence"
"വിളിക്കുന്നയാൾ","acquiet"
"വിഴുങ്ങുക","acquirability"
"വിവരം","acquirable"
"വിവരങ്ങൾ","acquire"
"വിവരണം","acquired"
"വിവരിക്കുക","acquirement"
"വിവർത്തനം","acquirements"
"വിവാദം","acquirenda"
"വിവാദമായ","acquirer"
"വിവാഹം","acquirers"
"വിവാഹനിശ്ചയം","acquires"
"വിവാഹമോചനം","acquiring"
"വിവാഹിതനായി","acquisible"
"വിവിധ","acquisita"
"വിവേചനം","acquisite"
"വിശകലനം","acquisited"
"വിശക്കുന്നു","acquisition"
"വിശദമായ","acquisitional"
"വിശദാംശം","acquisitions"
"വിശദീകരണം","acquisition's"
"വിശദീകരിക്കാൻ","acquisitive"
"വിശപ്പ്","acquisitively"
"വിശാലമായ","acquisitiveness"
